-11.75, 0.02, 8.35, 166.0701, 265.7393
-11.75, 0.02, 8.353969, 166.1081, 265.6721
-11.75, 0.02, 8.344017, 166.0126, 265.8408
-11.75, 0.02, 8.331923, 165.8963, 266.0466
-11.75, 0.02, 8.388215, 166.4347, 265.0945
-11.75, 0.01805714, 8.35, 166.0701, 265.8905
-11.75, 0.01746572, 8.358582, 166.1523, 265.7909
-11.75, 0.0229674, 8.332532, 165.9022, 265.8047
-11.75, 0.01368006, 8.370185, 166.2631, 265.8885
-11.75, 0.01842466, 8.375117, 166.3101, 265.437
-11.75, 0.0297055, 8.35, 166.0701, 264.984
-11.75, 0.01656083, 8.340188, 165.9758, 266.1739
-11.75, 0.03728097, 8.338437, 165.959, 264.5888
-11.75, 0.0105021, 8.341967, 165.9929, 266.6156
-11.75, 0.02420387, 8.385321, 166.4072, 264.8174
-11.75, -0.001006404, 8.35, 166.0701, 267.3741
-11.75, 0.02634929, 8.343587, 166.0085, 265.3536
-11.75, -0.00429582, 8.368058, 166.2428, 267.3201
-11.75, -0.007185554, 8.342981, 166.0027, 267.976
-11.75, -0.0004978776, 8.33242, 165.9011, 267.6369
-11.75, 0.05755131, 8.35, 166.0701, 262.817
-11.75, 0.01082125, 8.348388, 166.0546, 266.4811
-11.75, 0.01400048, 8.347221, 166.0434, 266.2535
-11.75, -0.01655849, 8.325969, 165.8389, 269.002
-11.75, 0.03291949, 8.350369, 166.0736, 264.7277
-11.74773, 0.02, 8.35, 166.2464, 265.7393
-11.75529, 0.02, 8.355771, 165.7139, 265.6415
-11.74802, 0.02, 8.362441, 166.3432, 265.5287
-11.7541, 0.02, 8.33035, 165.5611, 266.0734
-11.74158, 0.02, 8.370648, 166.9212, 265.3901
-11.74057, 0.02753243, 8.35, 166.8041, 265.1531
-11.75405, 0.02029812, 8.353921, 165.7926, 265.6497
-11.74024, 0.01834647, 8.341256, 166.7461, 266.0166
-11.74634, 0.01236645, 8.338256, 166.2424, 266.5337
-11.74126, 0.01600694, 8.356535, 166.812, 265.9391
-11.75193, 0.002190977, 8.35, 165.9195, 267.1252
-11.7433, 0.0206098, 8.342366, 166.5191, 265.8214
-11.74414, 0.02543519, 8.340501, 166.4355, 265.4771
-11.75809, 0.02738292, 8.343764, 165.3798, 265.2701
-11.74388, 0.01442831, 8.367423, 166.7121, 265.8771
-11.74449, 0.03826534, 8.35, 166.4991, 264.3179
