-2.3, 0.02, 0.3500004, 33.77433, 265.7393
-2.3, 0.02, 0.3524331, 33.83938, 265.6981
-2.3, 0.02, 0.3582652, 33.99516, 265.5993
-2.3, 0.02, 0.3482375, 33.72717, 265.7692
-2.3, 0.02, 0.3822916, 34.63446, 265.194
-2.3, 0.0213306, 0.3500004, 33.77433, 265.6357
-2.3, 0.02311697, 0.3477341, 33.71368, 265.5351
-2.3, 0.01660461, 0.3674338, 34.23959, 265.708
-2.3, 0.02320929, 0.3329522, 33.31733, 265.7787
-2.3, 0.02256705, 0.3310766, 33.2669, 265.8607
-2.3, 0.01635268, 0.3500004, 33.77433, 266.0231
-2.3, 0.006115737, 0.3471434, 33.69789, 266.8687
-2.3, 0.02441608, 0.3688211, 34.27653, 265.0781
-2.3, 0.0366061, 0.3246823, 33.0949, 264.8735
-2.3, 0.003738783, 0.3734504, 34.39967, 266.6045
-2.3, 0.04849438, 0.3500004, 33.77433, 263.5219
-2.3, 0.01192176, 0.3424047, 33.57096, 266.4975
-2.3, 0.008457722, 0.3401709, 33.51109, 266.8056
-2.3, -0.004582345, 0.3578578, 33.98428, 267.5173
-2.3, 0.04980059, 0.3612027, 34.07352, 263.2339
-2.3, 0.02129424, 0.3500004, 33.77433, 265.6386
-2.3, 0.04552961, 0.359278, 34.02218, 263.5978
-2.3, -0.01301729, 0.3405318, 33.52076, 268.4727
-2.3, 0.05489069, 0.3227598, 33.04313, 263.478
-2.3, 0.01288755, 0.3274758, 33.1701, 266.6775
-2.29757, 0.02, 0.3500004, 33.96345, 265.7393
-2.296521, 0.02, 0.3595734, 34.30046, 265.5771
-2.305317, 0.02, 0.3669202, 33.81306, 265.453
-2.292337, 0.02, 0.3355092, 33.98346, 265.9855
-2.292591, 0.02, 0.3258442, 33.7046, 266.1502
-2.296452, 0.02147567, 0.3500004, 34.05044, 265.6245
-2.292216, 0.01231314, 0.3442283, 34.22609, 266.4359
-2.300276, 0.017645, 0.3579697, 33.96584, 265.7874
-2.297975, 0.0227265, 0.355547, 34.08006, 265.4333
-2.30669, 0.01739845, 0.3223431, 32.50946, 266.4132
-2.306283, 0.006546173, 0.3500004, 33.2854, 266.7863
-2.308343, 0.001388069, 0.3502527, 33.13187, 267.1834
-2.301928, 0.02161339, 0.3561048, 33.78759, 265.5104
-2.308628, 0.01256511, 0.3708284, 33.66032, 265.9641
-2.306019, 0.008612037, 0.3169137, 32.41515, 267.1928
-2.292852, 0.004901895, 0.3500004, 34.33059, 266.9142
-2.306926, 0.01317731, 0.3572798, 33.4304, 266.1464
-2.309849, -0.0007694103, 0.3632065, 33.36186, 267.1293
-2.305936, 0.03485578, 0.3495373, 33.30002, 264.591
-2.301725, 0.04239352, 0.3559214, 33.79847, 263.8976
-2.294697, 0.02450893, 0.3500004, 34.18702, 265.3884
-2.299983, -0.01073123, 0.3509076, 33.79994, 268.1152
-2.304983, 0.0248004, 0.3664553, 33.82656, 265.0881
-2.300055, -0.0153112, 0.3239636, 33.07124, 268.9396
-2.290545, 0.05430636, 0.3782415, 35.26012, 262.6021
-2.312494, 0.02, 0.3500004, 32.80204, 265.7393
-2.319789, 0.02, 0.3581941, 32.45493, 265.6005
-2.281999, 0.02, 0.3410293, 34.93662, 265.8916
-2.28072, 0.02, 0.3316463, 34.78623, 266.0513
-2.304524, 0.02, 0.383255, 34.30944, 265.1778
-2.289917, 0.01927868, 0.3500004, 34.55902, 265.7954
-2.293346, 0.0142526, 0.3496233, 34.28209, 266.193
-2.296837, 0.02598295, 0.3364036, 33.65662, 265.5038
-2.283871, 0.02922551, 0.3484259, 34.98766, 265.0479
-2.28338, 0.01184151, 0.344858, 34.93096, 266.4619
-2.281531, 0.02789009, 0.3500004, 35.21167, 265.1253
-2.280561, 0.01080512, 0.3520903, 35.34259, 266.4192
-2.313651, 0.02087487, 0.3608058, 33.00211, 265.4883
-2.318478, 0.03263721, 0.3242205, 31.63968, 265.1912
-2.305161, 0.005136356, 0.3317489, 32.88245, 267.209
-2.302109, -0.002796201, 0.3500004, 33.61024, 267.5133
-2.285924, -1.29994E-05, 0.3556411, 35.01971, 267.2
-2.317775, 0.03650203, 0.3570126, 32.5797, 264.3375
-2.307481, -0.007204508, 0.3692157, 33.70628, 267.5261
-2.286569, 0.02428652, 0.346424, 34.72437, 265.4662
-2.308677, 0.03408606, 0.3500004, 33.09912, 264.6431
-2.285628, 0.005685936, 0.3558145, 35.04737, 266.7539
-2.304884, 0.04390108, 0.3679455, 33.87404, 263.58
-2.283199, 0.03031245, 0.3581288, 35.29762, 264.7999
-2.295201, -0.01862929, 0.3591811, 34.39262, 268.5864
-2.297871, 0.02, 0.3500004, 33.94, 265.7393
-2.329676, 0.02, 0.3412718, 31.22858, 265.8875
-2.300518, 0.02, 0.3386582, 33.43012, 265.9319
-2.301019, 0.02, 0.3524612, 33.76086, 265.6976
-2.298496, 0.02, 0.342797, 33.69866, 265.8616
-2.288981, 0.02732684, 0.3500004, 34.63182, 265.1691
-2.323305, 0.01413002, 0.34071, 31.70972, 266.3544
-2.329071, 0.01353786, 0.3541183, 31.62332, 266.1721
-2.323701, 0.01035799, 0.3222215, 31.17751, 266.9651
-2.273021, 0.01940964, 0.3159732, 34.96901, 266.365
-2.32903, 0.029977, 0.3500004, 31.51521, 264.9629
-2.321375, 0.02849931, 0.3429351, 31.92023, 265.1972
-2.282968, 0.007734228, 0.3313457, 34.60287, 267.0132
-2.305064, 0.0167622, 0.3483346, 33.33558, 266.0196
-2.320865, 0.001676165, 0.3590797, 32.39508, 267.0098
-2.314187, 0.01452499, 0.3500004, 32.67031, 266.1654
-2.316666, 0.01663313, 0.3463101, 32.37804, 266.064
-2.313215, 0.04758708, 0.3593094, 32.99585, 263.4374
-2.298389, 0.02023858, 0.3365232, 33.53878, 265.9496
-2.288835, 0.02139503, 0.3815365, 35.47979, 265.0986
-2.316895, 0.01352491, 0.3500004, 32.45953, 266.2432
-2.32785, 0.03113788, 0.3436161, 31.43432, 264.9802
-2.275749, 0.02440245, 0.352353, 35.72393, 265.3569
-2.290414, 0.003350873, 0.377499, 35.25062, 266.5657
-2.328543, 0.02862836, 0.3721776, 32.15099, 264.6948
-2.335346, 0.02, 0.3500004, 31.0237, 265.7393
-2.284973, 0.02, 0.3462034, 34.84274, 265.8037
-2.285051, 0.02, 0.3512976, 34.97217, 265.7173
-2.296612, 0.02, 0.3473901, 33.96824, 265.7836
-2.316567, 0.02, 0.3545701, 32.60796, 265.6619
-2.319465, 0.0221429, 0.3500004, 32.25954, 265.5725
-2.300959, 0.01852523, 0.3574508, 33.89892, 265.7278
-2.271524, 0.02030114, 0.3365585, 35.63404, 265.9442
-2.264205, 0.01061164, 0.3243079, 35.87976, 266.9095
-2.274585, 0.01803713, 0.360342, 36.02573, 265.7167
-2.322095, 0.03771885, 0.3500004, 32.0549, 264.3604
-2.272721, 0.02920089, 0.3510272, 35.92445, 265.006
-2.30052, 0.01744741, 0.339227, 33.44523, 266.1212
-2.328292, 0.03493385, 0.3667867, 32.02545, 264.2957
-2.260863, 0.0101923, 0.3790631, 37.58307, 266.0087
-2.278592, 0.006551029, 0.3500004, 35.44035, 266.7859
-2.320906, 0.01779029, 0.3555992, 32.29827, 265.8163
-2.282334, 0.03126093, 0.347191, 35.07448, 264.9103
-2.315889, 0.04185327, 0.3782097, 33.29411, 263.5683
-2.280094, 0.01321211, 0.3165001, 34.43024, 266.8404
-2.286844, -0.01356426, 0.3500004, 34.79816, 268.3513
-2.284948, 0.03446917, 0.3486987, 34.91108, 264.6352
-2.303589, 0.007925744, 0.3645116, 33.88297, 266.4316
-2.311874, 0.02552983, 0.3296826, 32.30301, 265.6533
-2.308189, -0.002799656, 0.3734117, 33.76335, 267.1124
-1.588971, 0.02, 0.3500004, 89.10735, 265.7393
-1.588971, 0.02, 0.3591331, 89.28587, 265.5846
-1.588971, 0.02, 0.3666516, 89.43252, 265.4576
-1.588971, 0.02, 0.3519179, 89.14487, 265.7068
-1.588971, 0.02, 0.3166321, 88.45145, 266.3076
-1.588971, 0.01663389, 0.3500004, 89.10735, 266.0013
-1.588971, 0.02128578, 0.3596192, 89.29536, 265.4765
-1.588971, 0.01383643, 0.3622648, 89.34698, 266.0106
-1.588971, 0.01046657, 0.3626461, 89.35444, 266.2659
-1.588971, 0.02328562, 0.3687514, 89.47343, 265.1671
-1.588971, 0.03625767, 0.3500004, 89.10735, 264.4741
-1.588971, 0.01633274, 0.3594316, 89.29169, 265.8646
-1.588971, 0.01638094, 0.3508898, 89.12476, 266.0058
-1.588971, 0.03866573, 0.3678681, 89.45624, 263.9878
-1.588971, 0.002065122, 0.3861088, 89.81073, 266.5191
-1.588971, 0.03068004, 0.3500004, 89.10735, 264.9082
-1.588971, 0.008351037, 0.3478361, 89.06497, 266.6828
-1.588971, 0.04224624, 0.3511459, 89.12976, 263.9889
-1.588971, 0.04580306, 0.3492638, 89.09293, 263.7436
