box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 392.9091, 253.8477
2.685083, 0.1961813, 8.221532, 377.3139, 254.0117
2.672166, 0.1961813, 8.468002, 372.0005, 250.2646
2.871892, 0.1961813, 8.478469, 387.1123, 250.1107
2.672166, 0.1961813, 8.468002, 372.0005, 250.2646
2.672166, 0.0199313, 8.468002, 372.0005, 263.7738
2.871892, 0.0199313, 8.478469, 387.1123, 263.6018
2.871892, 0.1961813, 8.478469, 387.1123, 250.1107
2.871892, 0.1961813, 8.478469, 387.1123, 250.1107
2.871892, 0.0199313, 8.478469, 387.1123, 263.6018
2.884809, 0.0199313, 8.231998, 392.9091, 267.7768
2.884809, 0.1961813, 8.231998, 392.9091, 253.8477
2.685083, 0.0199313, 8.221532, 377.3139, 267.9601
2.884809, 0.0199313, 8.231998, 392.9091, 267.7768
2.871892, 0.0199313, 8.478469, 387.1123, 263.6018
2.672166, 0.0199313, 8.468002, 372.0005, 263.7738
2.685083, 0.1961813, 8.221532, 377.3139, 254.0117
2.685083, 0.0199313, 8.221532, 377.3139, 267.9601
2.672166, 0.0199313, 8.468002, 372.0005, 263.7738
2.672166, 0.1961813, 8.468002, 372.0005, 250.2646
2.884809, 0.1961813, 8.231998, 392.9091, 253.8477
2.884809, 0.0199313, 8.231998, 392.9091, 267.7768
2.685083, 0.0199313, 8.221532, 377.3139, 267.9601
2.685083, 0.1961813, 8.221532, 377.3139, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 362.304, 256.9882
2.291887, 0.162368, 8.213324, 346.3116, 256.8196
2.306762, 0.162368, 8.497145, 343.6072, 252.4191
2.506487, 0.162368, 8.486677, 359.0176, 252.5758
2.306762, 0.162368, 8.497145, 343.6072, 252.4191
2.306762, 0.019868, 8.497145, 343.6072, 263.301
2.506487, 0.019868, 8.486677, 359.0176, 263.4721
2.506487, 0.162368, 8.486677, 359.0176, 252.5758
2.506487, 0.162368, 8.486677, 359.0176, 252.5758
2.506487, 0.019868, 8.486677, 359.0176, 263.4721
2.491613, 0.019868, 8.202856, 362.304, 268.2935
2.491613, 0.162368, 8.202856, 362.304, 256.9882
2.291887, 0.019868, 8.213324, 346.3116, 268.1092
2.491613, 0.019868, 8.202856, 362.304, 268.2935
2.506487, 0.019868, 8.486677, 359.0176, 263.4721
2.306762, 0.019868, 8.497145, 343.6072, 263.301
2.291887, 0.162368, 8.213324, 346.3116, 256.8196
2.291887, 0.019868, 8.213324, 346.3116, 268.1092
2.306762, 0.019868, 8.497145, 343.6072, 263.301
2.306762, 0.162368, 8.497145, 343.6072, 252.4191
2.491613, 0.162368, 8.202856, 362.304, 256.9882
2.491613, 0.019868, 8.202856, 362.304, 268.2935
2.291887, 0.019868, 8.213324, 346.3116, 268.1092
2.291887, 0.162368, 8.213324, 346.3116, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 363.3134, 245.53
2.306762, 0.304868, 8.202856, 347.6388, 245.683
2.291887, 0.304868, 8.486677, 342.6081, 241.6795
2.491613, 0.304868, 8.497145, 357.7232, 241.5373
2.291887, 0.304868, 8.486677, 342.6081, 241.6795
2.291887, 0.162368, 8.486677, 342.6081, 252.5758
2.491613, 0.162368, 8.497145, 357.7232, 252.4192
2.491613, 0.304868, 8.497145, 357.7232, 241.5373
2.491613, 0.304868, 8.497145, 357.7232, 241.5373
2.491613, 0.162368, 8.497145, 357.7232, 252.4192
2.506487, 0.162368, 8.213324, 363.3134, 256.8196
2.506487, 0.304868, 8.213324, 363.3134, 245.53
2.306762, 0.162368, 8.202856, 347.6388, 256.9882
2.506487, 0.162368, 8.213324, 363.3134, 256.8196
2.491613, 0.162368, 8.497145, 357.7232, 252.4192
2.291887, 0.162368, 8.486677, 342.6081, 252.5758
2.306762, 0.304868, 8.202856, 347.6388, 245.683
2.306762, 0.162368, 8.202856, 347.6388, 256.9882
2.291887, 0.162368, 8.486677, 342.6081, 252.5758
2.291887, 0.304868, 8.486677, 342.6081, 241.6795
2.506487, 0.304868, 8.213324, 363.3134, 245.53
2.506487, 0.162368, 8.213324, 363.3134, 256.8196
2.306762, 0.162368, 8.202856, 347.6388, 256.9882
2.306762, 0.304868, 8.202856, 347.6388, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 362.9898, 234.2884
2.301683, 0.447368, 8.206172, 347.1889, 234.3342
2.296722, 0.447368, 8.490338, 342.9297, 230.7384
2.496692, 0.447368, 8.493829, 358.1609, 230.6959
2.296722, 0.447368, 8.490338, 342.9297, 230.7384
2.296722, 0.304868, 8.490338, 342.9297, 241.6297
2.496692, 0.304868, 8.493829, 358.1609, 241.5823
2.496692, 0.447368, 8.493829, 358.1609, 230.6959
2.496692, 0.447368, 8.493829, 358.1609, 230.6959
2.496692, 0.304868, 8.493829, 358.1609, 241.5823
2.501652, 0.3048679, 8.209662, 362.9898, 245.5834
2.501652, 0.447368, 8.209662, 362.9898, 234.2884
2.301683, 0.3048679, 8.206172, 347.1889, 245.6345
2.501652, 0.3048679, 8.209662, 362.9898, 245.5834
2.496692, 0.304868, 8.493829, 358.1609, 241.5823
2.296722, 0.304868, 8.490338, 342.9297, 241.6297
2.301683, 0.447368, 8.206172, 347.1889, 234.3342
2.301683, 0.3048679, 8.206172, 347.1889, 245.6345
2.296722, 0.304868, 8.490338, 342.9297, 241.6297
2.296722, 0.447368, 8.490338, 342.9297, 230.7384
2.501652, 0.447368, 8.209662, 362.9898, 234.2884
2.501652, 0.3048679, 8.209662, 362.9898, 245.5834
2.301683, 0.3048679, 8.206172, 347.1889, 245.6345
2.301683, 0.447368, 8.206172, 347.1889, 234.3342
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.494167, 0.5898679, 8.204492, 362.4802, 223.0534
2.294289, 0.5898679, 8.211472, 346.528, 222.9722
2.304208, 0.589868, 8.495509, 343.4337, 219.7914
2.504086, 0.589868, 8.488529, 358.8059, 219.8668
2.304208, 0.589868, 8.495509, 343.4337, 219.7914
2.304208, 0.447368, 8.495509, 343.4337, 230.6754
2.504086, 0.447368, 8.488529, 358.8059, 230.7605
2.504086, 0.589868, 8.488529, 358.8059, 219.8668
2.504086, 0.589868, 8.488529, 358.8059, 219.8668
2.504086, 0.447368, 8.488529, 358.8059, 230.7605
2.494167, 0.4473679, 8.204492, 362.4802, 234.3562
2.494167, 0.5898679, 8.204492, 362.4802, 223.0534
2.294289, 0.4473679, 8.211472, 346.528, 234.2646
2.494167, 0.4473679, 8.204492, 362.4802, 234.3562
2.504086, 0.447368, 8.488529, 358.8059, 230.7605
2.304208, 0.447368, 8.495509, 343.4337, 230.6754
2.294289, 0.5898679, 8.211472, 346.528, 222.9722
2.294289, 0.4473679, 8.211472, 346.528, 234.2646
2.304208, 0.447368, 8.495509, 343.4337, 230.6754
2.304208, 0.589868, 8.495509, 343.4337, 219.7914
