box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 428.4729, 253.8477
2.685083, 0.1961813, 8.221532, 412.9268, 254.0117
2.672166, 0.1961813, 8.468002, 406.492, 250.2646
2.871892, 0.1961813, 8.478469, 421.5578, 250.1107
2.672166, 0.1961813, 8.468002, 406.492, 250.2646
2.672166, 0.0199313, 8.468002, 406.492, 263.7738
2.871892, 0.0199313, 8.478469, 421.5578, 263.6018
2.871892, 0.1961813, 8.478469, 421.5578, 250.1107
2.871892, 0.1961813, 8.478469, 421.5578, 250.1107
2.871892, 0.0199313, 8.478469, 421.5578, 263.6018
2.884809, 0.0199313, 8.231998, 428.4729, 267.7768
2.884809, 0.1961813, 8.231998, 428.4729, 253.8477
2.685083, 0.0199313, 8.221532, 412.9268, 267.9601
2.884809, 0.0199313, 8.231998, 428.4729, 267.7768
2.871892, 0.0199313, 8.478469, 421.5578, 263.6018
2.672166, 0.0199313, 8.468002, 406.492, 263.7738
2.685083, 0.1961813, 8.221532, 412.9268, 254.0117
2.685083, 0.0199313, 8.221532, 412.9268, 267.9601
2.672166, 0.0199313, 8.468002, 406.492, 263.7738
2.672166, 0.1961813, 8.468002, 406.492, 250.2646
2.884809, 0.1961813, 8.231998, 428.4729, 253.8477
2.884809, 0.0199313, 8.231998, 428.4729, 267.7768
2.685083, 0.0199313, 8.221532, 412.9268, 267.9601
2.685083, 0.1961813, 8.221532, 412.9268, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 398.0049, 256.9882
2.291887, 0.162368, 8.213324, 381.9631, 256.8196
2.306762, 0.162368, 8.497145, 377.9709, 252.4191
2.506487, 0.162368, 8.486677, 393.4271, 252.5758
2.306762, 0.162368, 8.497145, 377.9709, 252.4191
2.306762, 0.019868, 8.497145, 377.9709, 263.301
2.506487, 0.019868, 8.486677, 393.4271, 263.4721
2.506487, 0.162368, 8.486677, 393.4271, 252.5758
2.506487, 0.162368, 8.486677, 393.4271, 252.5758
2.506487, 0.019868, 8.486677, 393.4271, 263.4721
2.491613, 0.019868, 8.202856, 398.0049, 268.2935
2.491613, 0.162368, 8.202856, 398.0049, 256.9882
2.291887, 0.019868, 8.213324, 381.9631, 268.1092
2.491613, 0.019868, 8.202856, 398.0049, 268.2935
2.506487, 0.019868, 8.486677, 393.4271, 263.4721
2.306762, 0.019868, 8.497145, 377.9709, 263.301
2.291887, 0.162368, 8.213324, 381.9631, 256.8196
2.291887, 0.019868, 8.213324, 381.9631, 268.1092
2.306762, 0.019868, 8.497145, 377.9709, 263.301
2.306762, 0.162368, 8.497145, 377.9709, 252.4191
2.491613, 0.162368, 8.202856, 398.0049, 256.9882
2.491613, 0.019868, 8.202856, 398.0049, 268.2935
2.291887, 0.019868, 8.213324, 381.9631, 268.1092
2.291887, 0.162368, 8.213324, 381.9631, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 398.9649, 245.53
2.306762, 0.304868, 8.202856, 383.3396, 245.683
2.291887, 0.304868, 8.486677, 377.0175, 241.6795
2.491613, 0.304868, 8.497145, 392.0868, 241.5373
2.291887, 0.304868, 8.486677, 377.0175, 241.6795
2.291887, 0.162368, 8.486677, 377.0175, 252.5758
2.491613, 0.162368, 8.497145, 392.0868, 252.4192
2.491613, 0.304868, 8.497145, 392.0868, 241.5373
2.491613, 0.304868, 8.497145, 392.0868, 241.5373
2.491613, 0.162368, 8.497145, 392.0868, 252.4192
2.506487, 0.162368, 8.213324, 398.9649, 256.8196
2.506487, 0.304868, 8.213324, 398.9649, 245.53
2.306762, 0.162368, 8.202856, 383.3396, 256.9882
2.506487, 0.162368, 8.213324, 398.9649, 256.8196
2.491613, 0.162368, 8.497145, 392.0868, 252.4192
2.291887, 0.162368, 8.486677, 377.0175, 252.5758
2.306762, 0.304868, 8.202856, 383.3396, 245.683
2.306762, 0.162368, 8.202856, 383.3396, 256.9882
2.291887, 0.162368, 8.486677, 377.0175, 252.5758
2.291887, 0.304868, 8.486677, 377.0175, 241.6795
2.506487, 0.304868, 8.213324, 398.9649, 245.53
2.506487, 0.162368, 8.213324, 398.9649, 256.8196
2.306762, 0.162368, 8.202856, 383.3396, 256.9882
2.306762, 0.304868, 8.202856, 383.3396, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 398.6585, 234.2884
2.301683, 0.447368, 8.206172, 382.8741, 234.3342
2.296722, 0.447368, 8.490338, 377.3232, 230.7384
2.496692, 0.447368, 8.493829, 392.539, 230.6959
2.296722, 0.447368, 8.490338, 377.3232, 230.7384
2.296722, 0.304868, 8.490338, 377.3232, 241.6297
2.496692, 0.304868, 8.493829, 392.539, 241.5823
2.496692, 0.447368, 8.493829, 392.539, 230.6959
2.496692, 0.447368, 8.493829, 392.539, 230.6959
2.496692, 0.304868, 8.493829, 392.539, 241.5823
2.501652, 0.3048679, 8.209662, 398.6585, 245.5834
2.501652, 0.447368, 8.209662, 398.6585, 234.2884
2.301683, 0.3048679, 8.206172, 382.8741, 245.6345
2.501652, 0.3048679, 8.209662, 398.6585, 245.5834
2.496692, 0.304868, 8.493829, 392.539, 241.5823
2.296722, 0.304868, 8.490338, 377.3232, 241.6297
