box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 385.4569, 253.9594
-6.811183, 0.1961813, 0.2283601, 369.5787, 253.9046
-6.806876, 0.1961813, 0.4751311, 365.8274, 250.1597
-6.606906, 0.1961813, 0.4716406, 381.2037, 250.211
-6.806876, 0.1961813, 0.4751311, 365.8274, 250.1597
-6.806876, 0.01993132, 0.4751311, 365.8274, 263.6566
-6.606906, 0.01993132, 0.4716406, 381.2037, 263.7139
-6.606906, 0.1961813, 0.4716406, 381.2037, 250.211
-6.606906, 0.1961813, 0.4716406, 381.2037, 250.211
-6.606906, 0.01993132, 0.4716406, 381.2037, 263.7139
-6.611214, 0.01993129, 0.2248697, 385.4569, 267.9016
-6.611214, 0.1961813, 0.2248697, 385.4569, 253.9594
-6.811183, 0.01993129, 0.2283601, 369.5787, 267.8405
-6.611214, 0.01993129, 0.2248697, 385.4569, 267.9016
-6.606906, 0.01993132, 0.4716406, 381.2037, 263.7139
-6.806876, 0.01993132, 0.4751311, 365.8274, 263.6566
-6.811183, 0.1961813, 0.2283601, 369.5787, 253.9046
-6.811183, 0.01993129, 0.2283601, 369.5787, 267.8405
-6.806876, 0.01993132, 0.4751311, 365.8274, 263.6566
-6.806876, 0.1961813, 0.4751311, 365.8274, 250.1597
-6.611214, 0.1961813, 0.2248697, 385.4569, 253.9594
-6.611214, 0.01993129, 0.2248697, 385.4569, 267.9016
-6.811183, 0.01993129, 0.2283601, 369.5787, 267.8405
-6.811183, 0.1961813, 0.2283601, 369.5787, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 355.1053, 255.7325
-7.190121, 0.1692639, 0.2332926, 339.5519, 255.9543
-7.205468, 0.1692639, 0.4527568, 335.5769, 252.5567
-7.005955, 0.1692639, 0.4667081, 350.7013, 252.3471
-7.205468, 0.1692639, 0.4527568, 335.5769, 252.5567
-7.205468, 0.01926389, 0.4527568, 335.5769, 264.0763
-7.005955, 0.01926389, 0.4667081, 350.7013, 263.8462
-7.005955, 0.1692639, 0.4667081, 350.7013, 252.3471
-7.005955, 0.1692639, 0.4667081, 350.7013, 252.3471
-7.005955, 0.01926389, 0.4667081, 350.7013, 263.8462
-6.990609, 0.01926386, 0.247244, 355.1053, 267.5634
-6.990609, 0.1692639, 0.2472439, 355.1053, 255.7325
-7.190121, 0.01926386, 0.2332927, 339.5519, 267.8069
-6.990609, 0.01926386, 0.247244, 355.1053, 267.5634
-7.005955, 0.01926389, 0.4667081, 350.7013, 263.8462
