box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.806876, 0.1961813, 0.4751311, 476.8658, 250.1597
-6.806876, 0.1961813, 0.4751311, 476.8658, 250.1597
-6.806876, 0.01993132, 0.4751311, 476.8658, 263.6566
-6.806876, 0.01993132, 0.4751311, 476.8658, 263.6566
-6.806876, 0.01993132, 0.4751311, 476.8658, 263.6566
-6.806876, 0.1961813, 0.4751311, 476.8658, 250.1597
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 469.47, 255.7325
-7.190121, 0.1692639, 0.2332926, 454.1267, 255.9543
-7.205468, 0.1692639, 0.4527568, 446.9333, 252.5567
-7.005955, 0.1692639, 0.4667081, 461.8591, 252.3471
-7.205468, 0.1692639, 0.4527568, 446.9333, 252.5567
-7.205468, 0.01926389, 0.4527568, 446.9333, 264.0763
-7.005955, 0.01926389, 0.4667081, 461.8591, 263.8462
-7.005955, 0.1692639, 0.4667081, 461.8591, 252.3471
-7.005955, 0.1692639, 0.4667081, 461.8591, 252.3471
-7.005955, 0.01926389, 0.4667081, 461.8591, 263.8462
-6.990609, 0.01926386, 0.247244, 469.47, 267.5634
-6.990609, 0.1692639, 0.2472439, 469.47, 255.7325
-7.190121, 0.01926386, 0.2332927, 454.1267, 267.8069
-6.990609, 0.01926386, 0.247244, 469.47, 267.5634
-7.005955, 0.01926389, 0.4667081, 461.8591, 263.8462
-7.205468, 0.01926389, 0.4527568, 446.9333, 264.0763
-7.190121, 0.1692639, 0.2332926, 454.1267, 255.9543
-7.190121, 0.01926386, 0.2332927, 454.1267, 267.8069
-7.205468, 0.01926389, 0.4527568, 446.9333, 264.0763
-7.205468, 0.1692639, 0.4527568, 446.9333, 252.5567
-6.990609, 0.1692639, 0.2472439, 469.47, 255.7325
-6.990609, 0.01926386, 0.247244, 469.47, 267.5634
-7.190121, 0.01926386, 0.2332927, 454.1267, 267.8069
-7.190121, 0.1692639, 0.2332926, 454.1267, 255.9543
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.368715, 0.1916559, 0.2474137, 439.6436, 253.9638
-7.568684, 0.1916559, 0.2439232, 423.9563, 254.0184
-7.572326, 0.1916559, 0.4525871, 418.7634, 250.8396
-7.372357, 0.1916559, 0.4560776, 434.0341, 250.7878
-7.572326, 0.1916559, 0.4525871, 418.7634, 250.8396
-7.572326, 0.01915592, 0.4525871, 418.7634, 264.0874
-7.372357, 0.01915592, 0.4560776, 434.0341, 264.0298
-7.372357, 0.1916559, 0.4560776, 434.0341, 250.7878
-7.372357, 0.1916559, 0.4560776, 434.0341, 250.7878
-7.372357, 0.01915592, 0.4560776, 434.0341, 264.0298
-7.368715, 0.01915589, 0.2474137, 439.6436, 267.5689
-7.368715, 0.1916559, 0.2474137, 439.6436, 253.9638
-7.568684, 0.01915589, 0.2439232, 423.9563, 267.6298
-7.368715, 0.01915589, 0.2474137, 439.6436, 267.5689
-7.372357, 0.01915592, 0.4560776, 434.0341, 264.0298
-7.572326, 0.01915592, 0.4525871, 418.7634, 264.0874
-7.568684, 0.1916559, 0.2439232, 423.9563, 254.0184
-7.568684, 0.01915589, 0.2439232, 423.9563, 267.6298
-7.572326, 0.01915592, 0.4525871, 418.7634, 264.0874
-7.572326, 0.1916559, 0.4525871, 418.7634, 250.8396
-7.368715, 0.1916559, 0.2474137, 439.6436, 253.9638
-7.368715, 0.01915589, 0.2474137, 439.6436, 267.5689
-7.568684, 0.01915589, 0.2439232, 423.9563, 267.6298
-7.568684, 0.1916559, 0.2439232, 423.9563, 254.0184
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.372357, 0.3641559, 0.2439232, 439.4478, 240.407
-7.572326, 0.3641559, 0.2474137, 423.5846, 240.3586
-7.568684, 0.3641559, 0.4560776, 418.9631, 237.5459
-7.368715, 0.3641559, 0.4525871, 434.4005, 237.5917
-7.568684, 0.3641559, 0.4560776, 418.9631, 237.5459
-7.568684, 0.1916559, 0.4560776, 418.9631, 250.7878
-7.368715, 0.1916559, 0.4525871, 434.4005, 250.8396
-7.368715, 0.3641559, 0.4525871, 434.4005, 237.5917
