box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 413.1436, 253.9594
-6.811183, 0.1961813, 0.2283601, 397.2527, 253.9046
-6.806876, 0.1961813, 0.4751311, 392.6297, 250.1597
-6.606906, 0.1961813, 0.4716406, 408.018, 250.211
-6.806876, 0.1961813, 0.4751311, 392.6297, 250.1597
-6.806876, 0.01993132, 0.4751311, 392.6297, 263.6566
-6.606906, 0.01993132, 0.4716406, 408.018, 263.7139
-6.606906, 0.1961813, 0.4716406, 408.018, 250.211
-6.606906, 0.1961813, 0.4716406, 408.018, 250.211
-6.606906, 0.01993132, 0.4716406, 408.018, 263.7139
-6.611214, 0.01993129, 0.2248697, 413.1436, 267.9016
-6.611214, 0.1961813, 0.2248697, 413.1436, 253.9594
-6.811183, 0.01993129, 0.2283601, 397.2527, 267.8405
-6.611214, 0.01993129, 0.2248697, 413.1436, 267.9016
-6.606906, 0.01993132, 0.4716406, 408.018, 263.7139
-6.806876, 0.01993132, 0.4751311, 392.6297, 263.6566
-6.811183, 0.1961813, 0.2283601, 397.2527, 253.9046
-6.811183, 0.01993129, 0.2283601, 397.2527, 267.8405
-6.806876, 0.01993132, 0.4751311, 392.6297, 263.6566
-6.806876, 0.1961813, 0.4751311, 392.6297, 250.1597
-6.611214, 0.1961813, 0.2248697, 413.1436, 253.9594
-6.611214, 0.01993129, 0.2248697, 413.1436, 267.9016
-6.811183, 0.01993129, 0.2283601, 397.2527, 267.8405
-6.811183, 0.1961813, 0.2283601, 397.2527, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 382.7106, 255.7325
-7.190121, 0.1692639, 0.2332926, 367.2079, 255.9543
-7.205468, 0.1692639, 0.4527568, 362.456, 252.5567
-7.005955, 0.1692639, 0.4667081, 377.5325, 252.3471
-7.205468, 0.1692639, 0.4527568, 362.456, 252.5567
-7.205468, 0.01926389, 0.4527568, 362.456, 264.0763
-7.005955, 0.01926389, 0.4667081, 377.5325, 263.8462
-7.005955, 0.1692639, 0.4667081, 377.5325, 252.3471
-7.005955, 0.1692639, 0.4667081, 377.5325, 252.3471
-7.005955, 0.01926389, 0.4667081, 377.5325, 263.8462
-6.990609, 0.01926386, 0.247244, 382.7106, 267.5634
