box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 472.4723, 253.9594
-6.811183, 0.1961813, 0.2283601, 456.554, 253.9046
-6.806876, 0.1961813, 0.4751311, 450.0634, 250.1597
-6.606906, 0.1961813, 0.4716406, 465.4772, 250.211
-6.806876, 0.1961813, 0.4751311, 450.0634, 250.1597
-6.806876, 0.01993132, 0.4751311, 450.0634, 263.6566
-6.606906, 0.01993132, 0.4716406, 465.4772, 263.7139
-6.606906, 0.1961813, 0.4716406, 465.4772, 250.211
-6.606906, 0.1961813, 0.4716406, 465.4772, 250.211
-6.606906, 0.01993132, 0.4716406, 465.4772, 263.7139
-6.611214, 0.01993129, 0.2248697, 472.4723, 267.9016
-6.611214, 0.1961813, 0.2248697, 472.4723, 253.9594
-6.811183, 0.01993129, 0.2283601, 456.554, 267.8405
-6.611214, 0.01993129, 0.2248697, 472.4723, 267.9016
-6.606906, 0.01993132, 0.4716406, 465.4772, 263.7139
-6.806876, 0.01993132, 0.4751311, 450.0634, 263.6566
-6.811183, 0.1961813, 0.2283601, 456.554, 253.9046
-6.811183, 0.01993129, 0.2283601, 456.554, 267.8405
-6.806876, 0.01993132, 0.4751311, 450.0634, 263.6566
-6.806876, 0.1961813, 0.4751311, 450.0634, 250.1597
-6.611214, 0.1961813, 0.2248697, 472.4723, 253.9594
-6.611214, 0.01993129, 0.2248697, 472.4723, 267.9016
-6.811183, 0.01993129, 0.2283601, 456.554, 267.8405
-6.811183, 0.1961813, 0.2283601, 456.554, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 441.8648, 255.7325
-7.190121, 0.1692639, 0.2332926, 426.4708, 255.9543
-7.205468, 0.1692639, 0.4527568, 420.0541, 252.5567
-7.005955, 0.1692639, 0.4667081, 435.0279, 252.3471
-7.205468, 0.1692639, 0.4527568, 420.0541, 252.5567
-7.205468, 0.01926389, 0.4527568, 420.0541, 264.0763
-7.005955, 0.01926389, 0.4667081, 435.0279, 263.8462
-7.005955, 0.1692639, 0.4667081, 435.0279, 252.3471
-7.005955, 0.1692639, 0.4667081, 435.0279, 252.3471
-7.005955, 0.01926389, 0.4667081, 435.0279, 263.8462
