box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 385.006, 253.8477
2.685083, 0.1961813, 8.221532, 369.4, 254.0117
2.672166, 0.1961813, 8.468002, 364.3357, 250.2646
2.871892, 0.1961813, 8.478469, 379.4578, 250.1107
2.672166, 0.1961813, 8.468002, 364.3357, 250.2646
2.672166, 0.0199313, 8.468002, 364.3357, 263.7738
2.871892, 0.0199313, 8.478469, 379.4578, 263.6018
2.871892, 0.1961813, 8.478469, 379.4578, 250.1107
2.871892, 0.1961813, 8.478469, 379.4578, 250.1107
2.871892, 0.0199313, 8.478469, 379.4578, 263.6018
2.884809, 0.0199313, 8.231998, 385.006, 267.7768
2.884809, 0.1961813, 8.231998, 385.006, 253.8477
2.685083, 0.0199313, 8.221532, 369.4, 267.9601
2.884809, 0.0199313, 8.231998, 385.006, 267.7768
2.871892, 0.0199313, 8.478469, 379.4578, 263.6018
2.672166, 0.0199313, 8.468002, 364.3357, 263.7738
2.685083, 0.1961813, 8.221532, 369.4, 254.0117
2.685083, 0.0199313, 8.221532, 369.4, 267.9601
2.672166, 0.0199313, 8.468002, 364.3357, 263.7738
2.672166, 0.1961813, 8.468002, 364.3357, 250.2646
2.884809, 0.1961813, 8.231998, 385.006, 253.8477
2.884809, 0.0199313, 8.231998, 385.006, 267.7768
2.685083, 0.0199313, 8.221532, 369.4, 267.9601
2.685083, 0.1961813, 8.221532, 369.4, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 354.3705, 256.9882
2.291887, 0.162368, 8.213324, 338.3891, 256.8196
2.306762, 0.162368, 8.497145, 335.9709, 252.4191
2.506487, 0.162368, 8.486677, 351.371, 252.5758
2.306762, 0.162368, 8.497145, 335.9709, 252.4191
2.306762, 0.019868, 8.497145, 335.9709, 263.301
2.506487, 0.019868, 8.486677, 351.371, 263.4721
2.506487, 0.162368, 8.486677, 351.371, 252.5758
2.506487, 0.162368, 8.486677, 351.371, 252.5758
2.506487, 0.019868, 8.486677, 351.371, 263.4721
2.491613, 0.019868, 8.202856, 354.3705, 268.2935
2.491613, 0.162368, 8.202856, 354.3705, 256.9882
2.291887, 0.019868, 8.213324, 338.3891, 268.1092
2.491613, 0.019868, 8.202856, 354.3705, 268.2935
2.506487, 0.019868, 8.486677, 351.371, 263.4721
2.306762, 0.019868, 8.497145, 335.9709, 263.301
2.291887, 0.162368, 8.213324, 338.3891, 256.8196
2.291887, 0.019868, 8.213324, 338.3891, 268.1092
2.306762, 0.019868, 8.497145, 335.9709, 263.301
2.306762, 0.162368, 8.497145, 335.9709, 252.4191
2.491613, 0.162368, 8.202856, 354.3705, 256.9882
2.491613, 0.019868, 8.202856, 354.3705, 268.2935
2.291887, 0.019868, 8.213324, 338.3891, 268.1092
