box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 412.6667, 253.8477
2.685083, 0.1961813, 8.221532, 397.0988, 254.0117
2.672166, 0.1961813, 8.468002, 391.1624, 250.2646
2.871892, 0.1961813, 8.478469, 406.2487, 250.1107
2.672166, 0.1961813, 8.468002, 391.1624, 250.2646
2.672166, 0.0199313, 8.468002, 391.1624, 263.7738
2.871892, 0.0199313, 8.478469, 406.2487, 263.6018
2.871892, 0.1961813, 8.478469, 406.2487, 250.1107
2.871892, 0.1961813, 8.478469, 406.2487, 250.1107
2.871892, 0.0199313, 8.478469, 406.2487, 263.6018
2.884809, 0.0199313, 8.231998, 412.6667, 267.7768
2.884809, 0.1961813, 8.231998, 412.6667, 253.8477
2.685083, 0.0199313, 8.221532, 397.0988, 267.9601
2.884809, 0.0199313, 8.231998, 412.6667, 267.7768
2.871892, 0.0199313, 8.478469, 406.2487, 263.6018
2.672166, 0.0199313, 8.468002, 391.1624, 263.7738
2.685083, 0.1961813, 8.221532, 397.0988, 254.0117
2.685083, 0.0199313, 8.221532, 397.0988, 267.9601
2.672166, 0.0199313, 8.468002, 391.1624, 263.7738
2.672166, 0.1961813, 8.468002, 391.1624, 250.2646
2.884809, 0.1961813, 8.231998, 412.6667, 253.8477
2.884809, 0.0199313, 8.231998, 412.6667, 267.7768
2.685083, 0.0199313, 8.221532, 397.0988, 267.9601
2.685083, 0.1961813, 8.221532, 397.0988, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 382.1378, 256.9882
2.291887, 0.162368, 8.213324, 366.118, 256.8196
2.306762, 0.162368, 8.497145, 362.6982, 252.4191
2.506487, 0.162368, 8.486677, 378.134, 252.5758
2.306762, 0.162368, 8.497145, 362.6982, 252.4191
2.306762, 0.019868, 8.497145, 362.6982, 263.301
2.506487, 0.019868, 8.486677, 378.134, 263.4721
2.506487, 0.162368, 8.486677, 378.134, 252.5758
2.506487, 0.162368, 8.486677, 378.134, 252.5758
2.506487, 0.019868, 8.486677, 378.134, 263.4721
2.491613, 0.019868, 8.202856, 382.1378, 268.2935
2.491613, 0.162368, 8.202856, 382.1378, 256.9882
2.291887, 0.019868, 8.213324, 366.118, 268.1092
2.491613, 0.019868, 8.202856, 382.1378, 268.2935
2.506487, 0.019868, 8.486677, 378.134, 263.4721
2.306762, 0.019868, 8.497145, 362.6982, 263.301
2.291887, 0.162368, 8.213324, 366.118, 256.8196
2.291887, 0.019868, 8.213324, 366.118, 268.1092
2.306762, 0.019868, 8.497145, 362.6982, 263.301
2.306762, 0.162368, 8.497145, 362.6982, 252.4191
2.491613, 0.162368, 8.202856, 382.1378, 256.9882
2.491613, 0.019868, 8.202856, 382.1378, 268.2935
2.291887, 0.019868, 8.213324, 366.118, 268.1092
2.291887, 0.162368, 8.213324, 366.118, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 383.1198, 245.53
2.306762, 0.304868, 8.202856, 367.4726, 245.683
2.291887, 0.304868, 8.486677, 361.7245, 241.6795
2.491613, 0.304868, 8.497145, 376.8141, 241.5373
2.291887, 0.304868, 8.486677, 361.7245, 241.6795
2.291887, 0.162368, 8.486677, 361.7245, 252.5758
2.491613, 0.162368, 8.497145, 376.8141, 252.4192
2.491613, 0.304868, 8.497145, 376.8141, 241.5373
2.491613, 0.304868, 8.497145, 376.8141, 241.5373
2.491613, 0.162368, 8.497145, 376.8141, 252.4192
2.506487, 0.162368, 8.213324, 383.1198, 256.8196
2.506487, 0.304868, 8.213324, 383.1198, 245.53
2.306762, 0.162368, 8.202856, 367.4726, 256.9882
2.506487, 0.162368, 8.213324, 383.1198, 256.8196
2.491613, 0.162368, 8.497145, 376.8141, 252.4192
2.291887, 0.162368, 8.486677, 361.7245, 252.5758
2.306762, 0.304868, 8.202856, 367.4726, 245.683
2.306762, 0.162368, 8.202856, 367.4726, 256.9882
2.291887, 0.162368, 8.486677, 361.7245, 252.5758
2.291887, 0.304868, 8.486677, 361.7245, 241.6795
2.506487, 0.304868, 8.213324, 383.1198, 245.53
2.506487, 0.162368, 8.213324, 383.1198, 256.8196
2.306762, 0.162368, 8.202856, 367.4726, 256.9882
2.306762, 0.304868, 8.202856, 367.4726, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 382.8058, 234.2884
2.301683, 0.447368, 8.206172, 367.014, 234.3342
2.296722, 0.447368, 8.490338, 362.0372, 230.7384
2.496692, 0.447368, 8.493829, 377.2598, 230.6959
2.296722, 0.447368, 8.490338, 362.0372, 230.7384
2.296722, 0.304868, 8.490338, 362.0372, 241.6297
2.496692, 0.304868, 8.493829, 377.2598, 241.5823
2.496692, 0.447368, 8.493829, 377.2598, 230.6959
2.496692, 0.447368, 8.493829, 377.2598, 230.6959
2.496692, 0.304868, 8.493829, 377.2598, 241.5823
2.501652, 0.3048679, 8.209662, 382.8058, 245.5834
2.501652, 0.447368, 8.209662, 382.8058, 234.2884
2.301683, 0.3048679, 8.206172, 367.014, 245.6345
2.501652, 0.3048679, 8.209662, 382.8058, 245.5834
2.496692, 0.304868, 8.493829, 377.2598, 241.5823
2.296722, 0.304868, 8.490338, 362.0372, 241.6297
2.301683, 0.447368, 8.206172, 367.014, 234.3342
2.301683, 0.3048679, 8.206172, 367.014, 245.6345
2.296722, 0.304868, 8.490338, 362.0372, 241.6297
2.296722, 0.447368, 8.490338, 362.0372, 230.7384
2.501652, 0.447368, 8.209662, 382.8058, 234.2884
2.501652, 0.3048679, 8.209662, 382.8058, 245.5834
2.301683, 0.3048679, 8.206172, 367.014, 245.6345
2.301683, 0.447368, 8.206172, 367.014, 234.3342
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.494167, 0.5898679, 8.204492, 382.3097, 223.0534
2.294289, 0.5898679, 8.211472, 366.3392, 222.9722
2.304208, 0.589868, 8.495509, 362.5286, 219.7914
2.504086, 0.589868, 8.488529, 377.9178, 219.8668
2.304208, 0.589868, 8.495509, 362.5286, 219.7914
2.304208, 0.447368, 8.495509, 362.5286, 230.6754
2.504086, 0.447368, 8.488529, 377.9178, 230.7605
2.504086, 0.589868, 8.488529, 377.9178, 219.8668
2.504086, 0.589868, 8.488529, 377.9178, 219.8668
2.504086, 0.447368, 8.488529, 377.9178, 230.7605
2.494167, 0.4473679, 8.204492, 382.3097, 234.3562
2.494167, 0.5898679, 8.204492, 382.3097, 223.0534
2.294289, 0.4473679, 8.211472, 366.3392, 234.2646
2.494167, 0.4473679, 8.204492, 382.3097, 234.3562
2.504086, 0.447368, 8.488529, 377.9178, 230.7605
2.304208, 0.447368, 8.495509, 362.5286, 230.6754
2.294289, 0.5898679, 8.211472, 366.3392, 222.9722
2.294289, 0.4473679, 8.211472, 366.3392, 234.2646
2.304208, 0.447368, 8.495509, 362.5286, 230.6754
2.304208, 0.589868, 8.495509, 362.5286, 219.7914
2.494167, 0.5898679, 8.204492, 382.3097, 223.0534
2.494167, 0.4473679, 8.204492, 382.3097, 234.3562
2.294289, 0.4473679, 8.211472, 366.3392, 234.2646
2.294289, 0.5898679, 8.211472, 366.3392, 222.9722
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.483785, 0.7323679, 8.198221, 381.6036, 211.8143
2.284881, 0.7323679, 8.219127, 365.4668, 211.6024
2.314589, 0.7323679, 8.50178, 363.2232, 208.8483
2.513494, 0.7323679, 8.480874, 378.7723, 209.0452
2.314589, 0.7323679, 8.50178, 363.2232, 208.8483
2.314589, 0.5898679, 8.50178, 363.2232, 219.7237
2.513494, 0.5898679, 8.480874, 378.7723, 219.9496
2.513494, 0.7323679, 8.480874, 378.7723, 209.0452
2.513494, 0.7323679, 8.480874, 378.7723, 209.0452
2.513494, 0.5898679, 8.480874, 378.7723, 219.9496
2.483785, 0.5898679, 8.198221, 381.6036, 223.1265
2.483785, 0.7323679, 8.198221, 381.6036, 211.8143
2.284881, 0.5898679, 8.219127, 365.4668, 222.8834
2.483785, 0.5898679, 8.198221, 381.6036, 223.1265
2.513494, 0.5898679, 8.480874, 378.7723, 219.9496
2.314589, 0.5898679, 8.50178, 363.2232, 219.7237
2.284881, 0.7323679, 8.219127, 365.4668, 211.6024
2.284881, 0.5898679, 8.219127, 365.4668, 222.8834
2.314589, 0.5898679, 8.50178, 363.2232, 219.7237
2.314589, 0.7323679, 8.50178, 363.2232, 208.8483
2.483785, 0.7323679, 8.198221, 381.6036, 211.8143
2.483785, 0.5898679, 8.198221, 381.6036, 223.1265
2.284881, 0.5898679, 8.219127, 365.4668, 222.8834
2.284881, 0.7323679, 8.219127, 365.4668, 211.6024
