box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 456.1335, 253.8477
2.685083, 0.1961813, 8.221532, 440.6257, 254.0117
2.672166, 0.1961813, 8.468002, 433.3188, 250.2646
2.871892, 0.1961813, 8.478469, 448.3488, 250.1107
2.672166, 0.1961813, 8.468002, 433.3188, 250.2646
2.672166, 0.0199313, 8.468002, 433.3188, 263.7738
2.871892, 0.0199313, 8.478469, 448.3488, 263.6018
2.871892, 0.1961813, 8.478469, 448.3488, 250.1107
2.871892, 0.1961813, 8.478469, 448.3488, 250.1107
2.871892, 0.0199313, 8.478469, 448.3488, 263.6018
2.884809, 0.0199313, 8.231998, 456.1335, 267.7768
2.884809, 0.1961813, 8.231998, 456.1335, 253.8477
2.685083, 0.0199313, 8.221532, 440.6257, 267.9601
2.884809, 0.0199313, 8.231998, 456.1335, 267.7768
2.871892, 0.0199313, 8.478469, 448.3488, 263.6018
2.672166, 0.0199313, 8.468002, 433.3188, 263.7738
2.685083, 0.1961813, 8.221532, 440.6257, 254.0117
2.685083, 0.0199313, 8.221532, 440.6257, 267.9601
2.672166, 0.0199313, 8.468002, 433.3188, 263.7738
2.672166, 0.1961813, 8.468002, 433.3188, 250.2646
2.884809, 0.1961813, 8.231998, 456.1335, 253.8477
2.884809, 0.0199313, 8.231998, 456.1335, 267.7768
2.685083, 0.0199313, 8.221532, 440.6257, 267.9601
2.685083, 0.1961813, 8.221532, 440.6257, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 425.7722, 256.9882
2.291887, 0.162368, 8.213324, 409.692, 256.8196
2.306762, 0.162368, 8.497145, 404.6981, 252.4191
2.506487, 0.162368, 8.486677, 420.19, 252.5758
2.306762, 0.162368, 8.497145, 404.6981, 252.4191
2.306762, 0.019868, 8.497145, 404.6981, 263.301
2.506487, 0.019868, 8.486677, 420.19, 263.4721
2.506487, 0.162368, 8.486677, 420.19, 252.5758
2.506487, 0.162368, 8.486677, 420.19, 252.5758
2.506487, 0.019868, 8.486677, 420.19, 263.4721
2.491613, 0.019868, 8.202856, 425.7722, 268.2935
2.491613, 0.162368, 8.202856, 425.7722, 256.9882
2.291887, 0.019868, 8.213324, 409.692, 268.1092
2.491613, 0.019868, 8.202856, 425.7722, 268.2935
2.506487, 0.019868, 8.486677, 420.19, 263.4721
2.306762, 0.019868, 8.497145, 404.6981, 263.301
2.291887, 0.162368, 8.213324, 409.692, 256.8196
2.291887, 0.019868, 8.213324, 409.692, 268.1092
2.306762, 0.019868, 8.497145, 404.6981, 263.301
2.306762, 0.162368, 8.497145, 404.6981, 252.4191
2.491613, 0.162368, 8.202856, 425.7722, 256.9882
2.491613, 0.019868, 8.202856, 425.7722, 268.2935
2.291887, 0.019868, 8.213324, 409.692, 268.1092
2.291887, 0.162368, 8.213324, 409.692, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 426.6938, 245.53
2.306762, 0.304868, 8.202856, 411.1069, 245.683
2.291887, 0.304868, 8.486677, 403.7805, 241.6795
2.491613, 0.304868, 8.497145, 418.8141, 241.5373
2.291887, 0.304868, 8.486677, 403.7805, 241.6795
2.291887, 0.162368, 8.486677, 403.7805, 252.5758
2.491613, 0.162368, 8.497145, 418.8141, 252.4192
2.491613, 0.304868, 8.497145, 418.8141, 241.5373
2.491613, 0.304868, 8.497145, 418.8141, 241.5373
2.491613, 0.162368, 8.497145, 418.8141, 252.4192
2.506487, 0.162368, 8.213324, 426.6938, 256.8196
2.506487, 0.304868, 8.213324, 426.6938, 245.53
2.306762, 0.162368, 8.202856, 411.1069, 256.9882
2.506487, 0.162368, 8.213324, 426.6938, 256.8196
2.491613, 0.162368, 8.497145, 418.8141, 252.4192
2.291887, 0.162368, 8.486677, 403.7805, 252.5758
2.306762, 0.304868, 8.202856, 411.1069, 245.683
2.306762, 0.162368, 8.202856, 411.1069, 256.9882
2.291887, 0.162368, 8.486677, 403.7805, 252.5758
2.291887, 0.304868, 8.486677, 403.7805, 241.6795
2.506487, 0.304868, 8.213324, 426.6938, 245.53
2.506487, 0.162368, 8.213324, 426.6938, 256.8196
2.306762, 0.162368, 8.202856, 411.1069, 256.9882
2.306762, 0.304868, 8.202856, 411.1069, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 426.4008, 234.2884
2.301683, 0.447368, 8.206172, 410.6292, 234.3342
2.296722, 0.447368, 8.490338, 404.0736, 230.7384
2.496692, 0.447368, 8.493829, 419.2775, 230.6959
2.296722, 0.447368, 8.490338, 404.0736, 230.7384
2.296722, 0.304868, 8.490338, 404.0736, 241.6297
2.496692, 0.304868, 8.493829, 419.2775, 241.5823
2.496692, 0.447368, 8.493829, 419.2775, 230.6959
2.496692, 0.447368, 8.493829, 419.2775, 230.6959
2.496692, 0.304868, 8.493829, 419.2775, 241.5823
2.501652, 0.3048679, 8.209662, 426.4008, 245.5834
2.501652, 0.447368, 8.209662, 426.4008, 234.2884
2.301683, 0.3048679, 8.206172, 410.6292, 245.6345
2.501652, 0.3048679, 8.209662, 426.4008, 245.5834
2.496692, 0.304868, 8.493829, 419.2775, 241.5823
2.296722, 0.304868, 8.490338, 404.0736, 241.6297
2.301683, 0.447368, 8.206172, 410.6292, 234.3342
2.301683, 0.3048679, 8.206172, 410.6292, 245.6345
2.296722, 0.304868, 8.490338, 404.0736, 241.6297
2.296722, 0.447368, 8.490338, 404.0736, 230.7384
2.501652, 0.447368, 8.209662, 426.4008, 234.2884
2.501652, 0.3048679, 8.209662, 426.4008, 245.5834
2.301683, 0.3048679, 8.206172, 410.6292, 245.6345
2.301683, 0.447368, 8.206172, 410.6292, 234.3342
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.494167, 0.5898679, 8.204492, 425.9346, 223.0534
2.294289, 0.5898679, 8.211472, 409.9238, 222.9722
2.304208, 0.589868, 8.495509, 404.5374, 219.7914
2.504086, 0.589868, 8.488529, 419.9638, 219.8668
2.304208, 0.589868, 8.495509, 404.5374, 219.7914
2.304208, 0.447368, 8.495509, 404.5374, 230.6754
2.504086, 0.447368, 8.488529, 419.9638, 230.7605
2.504086, 0.589868, 8.488529, 419.9638, 219.8668
2.504086, 0.589868, 8.488529, 419.9638, 219.8668
2.504086, 0.447368, 8.488529, 419.9638, 230.7605
2.494167, 0.4473679, 8.204492, 425.9346, 234.3562
2.494167, 0.5898679, 8.204492, 425.9346, 223.0534
2.294289, 0.4473679, 8.211472, 409.9238, 234.2646
2.494167, 0.4473679, 8.204492, 425.9346, 234.3562
2.504086, 0.447368, 8.488529, 419.9638, 230.7605
2.304208, 0.447368, 8.495509, 404.5374, 230.6754
2.294289, 0.5898679, 8.211472, 409.9238, 222.9722
2.294289, 0.4473679, 8.211472, 409.9238, 234.2646
2.304208, 0.447368, 8.495509, 404.5374, 230.6754
2.304208, 0.589868, 8.495509, 404.5374, 219.7914
2.494167, 0.5898679, 8.204492, 425.9346, 223.0534
2.494167, 0.4473679, 8.204492, 425.9346, 234.3562
2.294289, 0.4473679, 8.211472, 409.9238, 234.2646
