box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.685083, 0.1961813, 8.221532, 476.2385, 254.0117
2.672166, 0.1961813, 8.468002, 467.8103, 250.2646
2.672166, 0.1961813, 8.468002, 467.8103, 250.2646
2.672166, 0.0199313, 8.468002, 467.8103, 263.7738
2.685083, 0.0199313, 8.221532, 476.2385, 267.9601
2.672166, 0.0199313, 8.468002, 467.8103, 263.7738
2.685083, 0.1961813, 8.221532, 476.2385, 254.0117
2.685083, 0.0199313, 8.221532, 476.2385, 267.9601
2.672166, 0.0199313, 8.468002, 467.8103, 263.7738
2.672166, 0.1961813, 8.468002, 467.8103, 250.2646
2.685083, 0.0199313, 8.221532, 476.2385, 267.9601
2.685083, 0.1961813, 8.221532, 476.2385, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 461.4729, 256.9882
2.291887, 0.162368, 8.213324, 445.3434, 256.8196
2.306762, 0.162368, 8.497145, 439.0617, 252.4191
2.506487, 0.162368, 8.486677, 454.5994, 252.5758
2.306762, 0.162368, 8.497145, 439.0617, 252.4191
2.306762, 0.019868, 8.497145, 439.0617, 263.301
2.506487, 0.019868, 8.486677, 454.5994, 263.4721
2.506487, 0.162368, 8.486677, 454.5994, 252.5758
2.506487, 0.162368, 8.486677, 454.5994, 252.5758
2.506487, 0.019868, 8.486677, 454.5994, 263.4721
2.491613, 0.019868, 8.202856, 461.4729, 268.2935
2.491613, 0.162368, 8.202856, 461.4729, 256.9882
2.291887, 0.019868, 8.213324, 445.3434, 268.1092
2.491613, 0.019868, 8.202856, 461.4729, 268.2935
2.506487, 0.019868, 8.486677, 454.5994, 263.4721
2.306762, 0.019868, 8.497145, 439.0617, 263.301
2.291887, 0.162368, 8.213324, 445.3434, 256.8196
2.291887, 0.019868, 8.213324, 445.3434, 268.1092
2.306762, 0.019868, 8.497145, 439.0617, 263.301
2.306762, 0.162368, 8.497145, 439.0617, 252.4191
2.491613, 0.162368, 8.202856, 461.4729, 256.9882
2.491613, 0.019868, 8.202856, 461.4729, 268.2935
2.291887, 0.019868, 8.213324, 445.3434, 268.1092
2.291887, 0.162368, 8.213324, 445.3434, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 462.3452, 245.53
2.306762, 0.304868, 8.202856, 446.8077, 245.683
2.291887, 0.304868, 8.486677, 438.1899, 241.6795
2.491613, 0.304868, 8.497145, 453.1777, 241.5373
2.291887, 0.304868, 8.486677, 438.1899, 241.6795
2.291887, 0.162368, 8.486677, 438.1899, 252.5758
2.491613, 0.162368, 8.497145, 453.1777, 252.4192
2.491613, 0.304868, 8.497145, 453.1777, 241.5373
2.491613, 0.304868, 8.497145, 453.1777, 241.5373
2.491613, 0.162368, 8.497145, 453.1777, 252.4192
2.506487, 0.162368, 8.213324, 462.3452, 256.8196
2.506487, 0.304868, 8.213324, 462.3452, 245.53
2.306762, 0.162368, 8.202856, 446.8077, 256.9882
2.506487, 0.162368, 8.213324, 462.3452, 256.8196
2.491613, 0.162368, 8.497145, 453.1777, 252.4192
2.291887, 0.162368, 8.486677, 438.1899, 252.5758
2.306762, 0.304868, 8.202856, 446.8077, 245.683
2.306762, 0.162368, 8.202856, 446.8077, 256.9882
2.291887, 0.162368, 8.486677, 438.1899, 252.5758
2.291887, 0.304868, 8.486677, 438.1899, 241.6795
2.506487, 0.304868, 8.213324, 462.3452, 245.53
2.506487, 0.162368, 8.213324, 462.3452, 256.8196
2.306762, 0.162368, 8.202856, 446.8077, 256.9882
2.306762, 0.304868, 8.202856, 446.8077, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 462.0695, 234.2884
2.301683, 0.447368, 8.206172, 446.3143, 234.3342
2.296722, 0.447368, 8.490338, 438.467, 230.7384
2.496692, 0.447368, 8.493829, 453.6557, 230.6959
2.296722, 0.447368, 8.490338, 438.467, 230.7384
2.296722, 0.304868, 8.490338, 438.467, 241.6297
2.496692, 0.304868, 8.493829, 453.6557, 241.5823
2.496692, 0.447368, 8.493829, 453.6557, 230.6959
2.496692, 0.447368, 8.493829, 453.6557, 230.6959
2.496692, 0.304868, 8.493829, 453.6557, 241.5823
2.501652, 0.3048679, 8.209662, 462.0695, 245.5834
2.501652, 0.447368, 8.209662, 462.0695, 234.2884
2.301683, 0.3048679, 8.206172, 446.3143, 245.6345
2.501652, 0.3048679, 8.209662, 462.0695, 245.5834
2.496692, 0.304868, 8.493829, 453.6557, 241.5823
2.296722, 0.304868, 8.490338, 438.467, 241.6297
2.301683, 0.447368, 8.206172, 446.3143, 234.3342
2.301683, 0.3048679, 8.206172, 446.3143, 245.6345
2.296722, 0.304868, 8.490338, 438.467, 241.6297
2.296722, 0.447368, 8.490338, 438.467, 230.7384
2.501652, 0.447368, 8.209662, 462.0695, 234.2884
2.501652, 0.3048679, 8.209662, 462.0695, 245.5834
2.301683, 0.3048679, 8.206172, 446.3143, 245.6345
2.301683, 0.447368, 8.206172, 446.3143, 234.3342
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.494167, 0.5898679, 8.204492, 461.6277, 223.0534
2.294289, 0.5898679, 8.211472, 445.584, 222.9722
2.304208, 0.589868, 8.495509, 438.9081, 219.7914
2.504086, 0.589868, 8.488529, 454.3652, 219.8668
2.304208, 0.589868, 8.495509, 438.9081, 219.7914
2.304208, 0.447368, 8.495509, 438.9081, 230.6754
2.504086, 0.447368, 8.488529, 454.3652, 230.7605
2.504086, 0.589868, 8.488529, 454.3652, 219.8668
2.504086, 0.589868, 8.488529, 454.3652, 219.8668
2.504086, 0.447368, 8.488529, 454.3652, 230.7605
2.494167, 0.4473679, 8.204492, 461.6277, 234.3562
2.494167, 0.5898679, 8.204492, 461.6277, 223.0534
2.294289, 0.4473679, 8.211472, 445.584, 234.2646
2.494167, 0.4473679, 8.204492, 461.6277, 234.3562
2.504086, 0.447368, 8.488529, 454.3652, 230.7605
2.304208, 0.447368, 8.495509, 438.9081, 230.6754
2.294289, 0.5898679, 8.211472, 445.584, 222.9722
2.294289, 0.4473679, 8.211472, 445.584, 234.2646
2.304208, 0.447368, 8.495509, 438.9081, 230.6754
2.304208, 0.589868, 8.495509, 438.9081, 219.7914
2.494167, 0.5898679, 8.204492, 461.6277, 223.0534
2.494167, 0.4473679, 8.204492, 461.6277, 234.3562
2.294289, 0.4473679, 8.211472, 445.584, 234.2646
2.294289, 0.5898679, 8.211472, 445.584, 222.9722
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.483785, 0.7323679, 8.198221, 460.9874, 211.8143
2.284881, 0.7323679, 8.219127, 444.6316, 211.6024
2.314589, 0.7323679, 8.50178, 439.5418, 208.8483
2.513494, 0.7323679, 8.480874, 455.2944, 209.0452
2.314589, 0.7323679, 8.50178, 439.5418, 208.8483
2.314589, 0.5898679, 8.50178, 439.5418, 219.7237
2.513494, 0.5898679, 8.480874, 455.2944, 219.9496
2.513494, 0.7323679, 8.480874, 455.2944, 209.0452
2.513494, 0.7323679, 8.480874, 455.2944, 209.0452
2.513494, 0.5898679, 8.480874, 455.2944, 219.9496
2.483785, 0.5898679, 8.198221, 460.9874, 223.1265
2.483785, 0.7323679, 8.198221, 460.9874, 211.8143
2.284881, 0.5898679, 8.219127, 444.6316, 222.8834
2.483785, 0.5898679, 8.198221, 460.9874, 223.1265
2.513494, 0.5898679, 8.480874, 455.2944, 219.9496
2.314589, 0.5898679, 8.50178, 439.5418, 219.7237
2.284881, 0.7323679, 8.219127, 444.6316, 211.6024
2.284881, 0.5898679, 8.219127, 444.6316, 222.8834
2.314589, 0.5898679, 8.50178, 439.5418, 219.7237
2.314589, 0.7323679, 8.50178, 439.5418, 208.8483
2.483785, 0.7323679, 8.198221, 460.9874, 211.8143
2.483785, 0.5898679, 8.198221, 460.9874, 223.1265
2.284881, 0.5898679, 8.219127, 444.6316, 222.8834
2.284881, 0.7323679, 8.219127, 444.6316, 211.6024
box_1_Parle-G-GOLD(Clone) stack 3 Shelf_0 Rack_0_0_0
1.7328, 0.1916559, 8.240561, 400.4724, 254.071
1.533074, 0.1916559, 8.251029, 384.5067, 253.9073
1.543996, 0.1916559, 8.459439, 381.4932, 250.738
1.743722, 0.1916559, 8.448972, 397.0288, 250.8932
1.543996, 0.1916559, 8.459439, 381.4932, 250.738
1.543996, 0.0191559, 8.459439, 381.4932, 263.9743
1.743722, 0.0191559, 8.448972, 397.0288, 264.1472
1.743722, 0.1916559, 8.448972, 397.0288, 250.8932
1.743722, 0.1916559, 8.448972, 397.0288, 250.8932
1.743722, 0.0191559, 8.448972, 397.0288, 264.1472
1.7328, 0.0191559, 8.240561, 400.4724, 267.6884
1.7328, 0.1916559, 8.240561, 400.4724, 254.071
1.533074, 0.0191559, 8.251029, 384.5067, 267.506
1.7328, 0.0191559, 8.240561, 400.4724, 267.6884
1.743722, 0.0191559, 8.448972, 397.0288, 264.1472
1.543996, 0.0191559, 8.459439, 381.4932, 263.9743
1.533074, 0.1916559, 8.251029, 384.5067, 253.9073
1.533074, 0.0191559, 8.251029, 384.5067, 267.506
1.543996, 0.0191559, 8.459439, 381.4932, 263.9743
1.543996, 0.1916559, 8.459439, 381.4932, 250.738
1.7328, 0.1916559, 8.240561, 400.4724, 254.071
1.7328, 0.0191559, 8.240561, 400.4724, 267.6884
1.533074, 0.0191559, 8.251029, 384.5067, 267.506
1.533074, 0.1916559, 8.251029, 384.5067, 253.9073
box_1_Parle-G-GOLD(Clone) stack 3 Shelf_0 Rack_0_0_0
1.743722, 0.3641558, 8.251029, 401.1127, 240.3086
1.543996, 0.3641558, 8.240561, 385.5679, 240.4536
1.533074, 0.3641559, 8.448972, 380.8437, 237.6392
1.7328, 0.3641559, 8.459439, 395.9805, 237.5018
1.533074, 0.3641559, 8.448972, 380.8437, 237.6392
1.533074, 0.1916559, 8.448972, 380.8437, 250.8932
1.7328, 0.1916559, 8.459439, 395.9805, 250.738
1.7328, 0.3641559, 8.459439, 395.9805, 237.5018
1.7328, 0.3641559, 8.459439, 395.9805, 237.5018
1.7328, 0.1916559, 8.459439, 395.9805, 250.738
1.743722, 0.1916559, 8.251029, 401.1127, 253.9073
1.743722, 0.3641558, 8.251029, 401.1127, 240.3086
1.543996, 0.1916559, 8.240561, 385.5679, 254.071
1.743722, 0.1916559, 8.251029, 401.1127, 253.9073
1.7328, 0.1916559, 8.459439, 395.9805, 250.738
1.533074, 0.1916559, 8.448972, 380.8437, 250.8932
1.543996, 0.3641558, 8.240561, 385.5679, 240.4536
1.543996, 0.1916559, 8.240561, 385.5679, 254.071
1.533074, 0.1916559, 8.448972, 380.8437, 250.8932
1.533074, 0.3641559, 8.448972, 380.8437, 237.6392
1.743722, 0.3641558, 8.251029, 401.1127, 240.3086
1.743722, 0.1916559, 8.251029, 401.1127, 253.9073
1.543996, 0.1916559, 8.240561, 385.5679, 254.071
1.543996, 0.3641558, 8.240561, 385.5679, 240.4536
box_1_Parle-G-GOLD(Clone) stack 3 Shelf_0 Rack_0_0_0
1.726943, 0.5366558, 8.235771, 400.1109, 226.8941
1.528039, 0.5366558, 8.256677, 384.0029, 226.6419
1.549853, 0.5366558, 8.46423, 381.8557, 224.2109
1.748758, 0.5366558, 8.443324, 397.5296, 224.4499
1.549853, 0.5366558, 8.46423, 381.8557, 224.2109
1.549853, 0.3641559, 8.46423, 381.8557, 237.439
1.748758, 0.3641559, 8.443324, 397.5296, 237.7135
1.748758, 0.5366558, 8.443324, 397.5296, 224.4499
1.748758, 0.5366558, 8.443324, 397.5296, 224.4499
1.748758, 0.3641559, 8.443324, 397.5296, 237.7135
1.726943, 0.3641559, 8.235771, 400.1109, 240.5201
1.726943, 0.5366558, 8.235771, 400.1109, 226.8941
1.528039, 0.3641559, 8.256677, 384.0029, 240.2305
1.726943, 0.3641559, 8.235771, 400.1109, 240.5201
1.748758, 0.3641559, 8.443324, 397.5296, 237.7135
1.549853, 0.3641559, 8.46423, 381.8557, 237.439
1.528039, 0.5366558, 8.256677, 384.0029, 226.6419
1.528039, 0.3641559, 8.256677, 384.0029, 240.2305
1.549853, 0.3641559, 8.46423, 381.8557, 237.439
1.549853, 0.5366558, 8.46423, 381.8557, 224.2109
1.726943, 0.5366558, 8.235771, 400.1109, 226.8941
1.726943, 0.3641559, 8.235771, 400.1109, 240.5201
1.528039, 0.3641559, 8.256677, 384.0029, 240.2305
1.528039, 0.5366558, 8.256677, 384.0029, 226.6419
box_1_Parle-G-GOLD(Clone) stack 3 Shelf_0 Rack_0_0_0
1.747112, 0.7091558, 8.254766, 401.3008, 213.0729
1.547873, 0.7091558, 8.237334, 385.9359, 213.252
1.529684, 0.7091558, 8.445235, 380.6505, 211.1677
1.728923, 0.7091558, 8.462667, 395.6188, 210.998
1.529684, 0.7091558, 8.445235, 380.6505, 211.1677
1.529684, 0.5366558, 8.445235, 380.6505, 224.428
1.728923, 0.5366558, 8.462667, 395.6188, 224.2287
1.728923, 0.7091558, 8.462667, 395.6188, 210.998
1.728923, 0.7091558, 8.462667, 395.6188, 210.998
1.728923, 0.5366558, 8.462667, 395.6188, 224.2287
1.747112, 0.5366558, 8.254766, 401.3008, 226.6649
1.747112, 0.7091558, 8.254766, 401.3008, 213.0729
1.547873, 0.5366558, 8.237334, 385.9359, 226.8752
1.747112, 0.5366558, 8.254766, 401.3008, 226.6649
1.728923, 0.5366558, 8.462667, 395.6188, 224.2287
1.529684, 0.5366558, 8.445235, 380.6505, 224.428
1.547873, 0.7091558, 8.237334, 385.9359, 213.252
1.547873, 0.5366558, 8.237334, 385.9359, 226.8752
1.529684, 0.5366558, 8.445235, 380.6505, 224.428
1.529684, 0.7091558, 8.445235, 380.6505, 211.1677
1.747112, 0.7091558, 8.254766, 401.3008, 213.0729
1.747112, 0.5366558, 8.254766, 401.3008, 226.6649
1.547873, 0.5366558, 8.237334, 385.9359, 226.8752
1.547873, 0.7091558, 8.237334, 385.9359, 213.252
box_1_Parle-G-GOLD(Clone) stack 3 Shelf_0 Rack_0_0_0
1.734695, 0.8816558, 8.242226, 400.5868, 199.5872
1.534817, 0.8816558, 8.249206, 384.6788, 199.528
1.542101, 0.8816558, 8.457774, 381.3779, 197.8064
1.741979, 0.8816558, 8.450795, 396.8582, 197.8625
1.542101, 0.8816558, 8.457774, 381.3779, 197.8064
1.542101, 0.7091558, 8.457774, 381.3779, 211.0455
1.741979, 0.7091558, 8.450795, 396.8582, 211.1134
1.741979, 0.8816558, 8.450795, 396.8582, 197.8625
1.741979, 0.8816558, 8.450795, 396.8582, 197.8625
1.741979, 0.7091558, 8.450795, 396.8582, 211.1134
1.734695, 0.7091557, 8.242227, 400.5868, 213.2016
1.734695, 0.8816558, 8.242226, 400.5868, 199.5872
1.534817, 0.7091557, 8.249206, 384.6788, 213.1299
1.734695, 0.7091557, 8.242227, 400.5868, 213.2016
1.741979, 0.7091558, 8.450795, 396.8582, 211.1134
1.542101, 0.7091558, 8.457774, 381.3779, 211.0455
1.534817, 0.8816558, 8.249206, 384.6788, 199.528
1.534817, 0.7091557, 8.249206, 384.6788, 213.1299
1.542101, 0.7091558, 8.457774, 381.3779, 211.0455
1.542101, 0.8816558, 8.457774, 381.3779, 197.8064
1.734695, 0.8816558, 8.242226, 400.5868, 199.5872
1.734695, 0.7091557, 8.242227, 400.5868, 213.2016
1.534817, 0.7091557, 8.249206, 384.6788, 213.1299
1.534817, 0.8816558, 8.249206, 384.6788, 199.528
box_6_melody(Clone) stack 4 Shelf_0 Rack_0_0_0
1.361732, 0.2073493, 8.228273, 371.3922, 253.023
1.161762, 0.2073493, 8.231764, 355.5275, 252.9687
1.165951, 0.2073493, 8.471727, 352.3087, 249.3542
1.365921, 0.2073493, 8.468237, 367.6855, 249.4051
1.165951, 0.2073493, 8.471727, 352.3087, 249.3542
1.165951, 0.01984932, 8.471727, 352.3087, 263.7188
1.365921, 0.01984932, 8.468237, 367.6855, 263.7762
1.365921, 0.2073493, 8.468237, 367.6855, 249.4051
1.365921, 0.2073493, 8.468237, 367.6855, 249.4051
1.365921, 0.01984932, 8.468237, 367.6855, 263.7762
1.361732, 0.01984929, 8.228273, 371.3922, 267.8484
1.361732, 0.2073493, 8.228273, 371.3922, 253.023
1.161762, 0.01984929, 8.231764, 355.5275, 267.7874
1.361732, 0.01984929, 8.228273, 371.3922, 267.8484
1.365921, 0.01984932, 8.468237, 367.6855, 263.7762
1.165951, 0.01984932, 8.471727, 352.3087, 263.7188
1.161762, 0.2073493, 8.231764, 355.5275, 252.9687
1.161762, 0.01984929, 8.231764, 355.5275, 267.7874
1.165951, 0.01984932, 8.471727, 352.3087, 263.7188
1.165951, 0.2073493, 8.471727, 352.3087, 249.3542
1.361732, 0.2073493, 8.228273, 371.3922, 253.023
1.361732, 0.01984929, 8.228273, 371.3922, 267.8484
1.161762, 0.01984929, 8.231764, 355.5275, 267.7874
1.161762, 0.2073493, 8.231764, 355.5275, 252.9687
box_6_melody(Clone) stack 4 Shelf_0 Rack_0_0_0
1.35075, 0.3948492, 8.220205, 370.6628, 238.3073
1.151846, 0.3948492, 8.241111, 354.6027, 238.0232
1.176933, 0.3948492, 8.479795, 353.0335, 234.8866
1.375837, 0.3948492, 8.45889, 368.5991, 235.1537
1.176933, 0.3948492, 8.479795, 353.0335, 234.8866
1.176933, 0.2073492, 8.479795, 353.0335, 249.2365
1.375837, 0.2073492, 8.45889, 368.5991, 249.5419
1.375837, 0.3948492, 8.45889, 368.5991, 235.1537
1.375837, 0.3948492, 8.45889, 368.5991, 235.1537
1.375837, 0.2073492, 8.45889, 368.5991, 249.5419
1.35075, 0.2073492, 8.220205, 370.6628, 253.1486
1.35075, 0.3948492, 8.220205, 370.6628, 238.3073
1.151846, 0.2073492, 8.241111, 354.6027, 252.8236
1.35075, 0.2073492, 8.220205, 370.6628, 253.1486
1.375837, 0.2073492, 8.45889, 368.5991, 249.5419
1.176933, 0.2073492, 8.479795, 353.0335, 249.2365
1.151846, 0.3948492, 8.241111, 354.6027, 238.0232
1.151846, 0.2073492, 8.241111, 354.6027, 252.8236
1.176933, 0.2073492, 8.479795, 353.0335, 249.2365
1.176933, 0.3948492, 8.479795, 353.0335, 234.8866
1.35075, 0.3948492, 8.220205, 370.6628, 238.3073
1.35075, 0.2073492, 8.220205, 370.6628, 253.1486
1.151846, 0.2073492, 8.241111, 354.6027, 252.8236
1.151846, 0.3948492, 8.241111, 354.6027, 238.0232
box4_Fairever(Clone) stack 5 Shelf_1 Rack_0_0_0
1.331499, 1.369311, 8.2284, 368.9994, 161.1469
1.13162, 1.369311, 8.23538, 353.0914, 161.1229
1.139869, 1.369311, 8.471601, 350.3123, 160.335
1.339748, 1.369311, 8.464621, 365.7375, 160.3575
1.139869, 1.369311, 8.471601, 350.3123, 160.335
1.139869, 1.204311, 8.471601, 350.3123, 172.976
1.339748, 1.204311, 8.464621, 365.7375, 173.0099
1.339748, 1.369311, 8.464621, 365.7375, 160.3575
1.339748, 1.369311, 8.464621, 365.7375, 160.3575
1.339748, 1.204311, 8.464621, 365.7375, 173.0099
1.331499, 1.204311, 8.2284, 368.9994, 174.1931
1.331499, 1.369311, 8.2284, 368.9994, 161.1469
1.13162, 1.204311, 8.23538, 353.0914, 174.1571
1.331499, 1.204311, 8.2284, 368.9994, 174.1931
1.339748, 1.204311, 8.464621, 365.7375, 173.0099
1.139869, 1.204311, 8.471601, 350.3123, 172.976
1.13162, 1.369311, 8.23538, 353.0914, 161.1229
1.13162, 1.204311, 8.23538, 353.0914, 174.1571
1.139869, 1.204311, 8.471601, 350.3123, 172.976
1.139869, 1.369311, 8.471601, 350.3123, 160.335
1.331499, 1.369311, 8.2284, 368.9994, 161.1469
1.331499, 1.204311, 8.2284, 368.9994, 174.1931
1.13162, 1.204311, 8.23538, 353.0914, 174.1571
1.13162, 1.369311, 8.23538, 353.0914, 161.1229
box4_Fairever(Clone) stack 5 Shelf_1 Rack_0_0_0
1.349341, 1.534311, 8.244886, 370.1275, 148.0723
1.150832, 1.534311, 8.220512, 354.8339, 148.1143
1.122027, 1.534311, 8.455114, 349.1751, 147.7206
1.320536, 1.534311, 8.479488, 364.0287, 147.6811
1.122027, 1.534311, 8.455114, 349.1751, 147.7206
1.122027, 1.369311, 8.455114, 349.1751, 160.3884
1.320536, 1.369311, 8.479488, 364.0287, 160.3094
1.320536, 1.534311, 8.479488, 364.0287, 147.6811
1.320536, 1.534311, 8.479488, 364.0287, 147.6811
1.320536, 1.369311, 8.479488, 364.0287, 160.3094
1.349341, 1.369311, 8.244886, 370.1275, 161.0902
1.349341, 1.534311, 8.244886, 370.1275, 148.0723
1.150832, 1.369311, 8.220512, 354.8339, 161.1741
1.349341, 1.369311, 8.244886, 370.1275, 161.0902
1.320536, 1.369311, 8.479488, 364.0287, 160.3094
1.122027, 1.369311, 8.455114, 349.1751, 160.3884
1.150832, 1.534311, 8.220512, 354.8339, 148.1143
1.150832, 1.369311, 8.220512, 354.8339, 161.1741
1.122027, 1.369311, 8.455114, 349.1751, 160.3884
1.122027, 1.534311, 8.455114, 349.1751, 147.7206
1.349341, 1.534311, 8.244886, 370.1275, 148.0723
1.349341, 1.369311, 8.244886, 370.1275, 161.0902
1.150832, 1.369311, 8.220512, 354.8339, 161.1741
1.150832, 1.534311, 8.220512, 354.8339, 148.1143
box4_Fairever(Clone) stack 5 Shelf_1 Rack_0_0_0
1.337731, 1.699311, 8.233582, 369.4039, 135.0544
1.137762, 1.699311, 8.230091, 353.6557, 135.0544
1.133637, 1.699311, 8.466419, 349.9075, 135.0528
1.333606, 1.699311, 8.46991, 365.182, 135.0528
1.133637, 1.699311, 8.466419, 349.9075, 135.0528
1.133637, 1.534311, 8.466419, 349.9075, 147.7023
1.333606, 1.534311, 8.46991, 365.182, 147.6966
1.333606, 1.699311, 8.46991, 365.182, 135.0528
1.333606, 1.699311, 8.46991, 365.182, 135.0528
1.333606, 1.534311, 8.46991, 365.182, 147.6966
1.337731, 1.534311, 8.233582, 369.4039, 148.0918
1.337731, 1.699311, 8.233582, 369.4039, 135.0544
1.137762, 1.534311, 8.230091, 353.6557, 148.0978
1.337731, 1.534311, 8.233582, 369.4039, 148.0918
1.333606, 1.534311, 8.46991, 365.182, 147.6966
1.133637, 1.534311, 8.466419, 349.9075, 147.7023
1.137762, 1.699311, 8.230091, 353.6557, 135.0544
1.137762, 1.534311, 8.230091, 353.6557, 148.0978
1.133637, 1.534311, 8.466419, 349.9075, 147.7023
1.133637, 1.699311, 8.466419, 349.9075, 135.0528
1.337731, 1.699311, 8.233582, 369.4039, 135.0544
1.337731, 1.534311, 8.233582, 369.4039, 148.0918
1.137762, 1.534311, 8.230091, 353.6557, 148.0978
1.137762, 1.699311, 8.230091, 353.6557, 135.0544
