box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 444.7856, 253.9594
-6.811183, 0.1961813, 0.2283601, 428.8801, 253.9046
-6.806876, 0.1961813, 0.4751311, 423.261, 250.1597
-6.606906, 0.1961813, 0.4716406, 438.6629, 250.211
-6.806876, 0.1961813, 0.4751311, 423.261, 250.1597
-6.806876, 0.01993132, 0.4751311, 423.261, 263.6566
-6.606906, 0.01993132, 0.4716406, 438.6629, 263.7139
-6.606906, 0.1961813, 0.4716406, 438.6629, 250.211
-6.606906, 0.1961813, 0.4716406, 438.6629, 250.211
-6.606906, 0.01993132, 0.4716406, 438.6629, 263.7139
-6.611214, 0.01993129, 0.2248697, 444.7856, 267.9016
-6.611214, 0.1961813, 0.2248697, 444.7856, 253.9594
-6.811183, 0.01993129, 0.2283601, 428.8801, 267.8405
-6.611214, 0.01993129, 0.2248697, 444.7856, 267.9016
-6.606906, 0.01993132, 0.4716406, 438.6629, 263.7139
-6.806876, 0.01993132, 0.4751311, 423.261, 263.6566
-6.811183, 0.1961813, 0.2283601, 428.8801, 253.9046
-6.811183, 0.01993129, 0.2283601, 428.8801, 267.8405
-6.806876, 0.01993132, 0.4751311, 423.261, 263.6566
-6.806876, 0.1961813, 0.4751311, 423.261, 250.1597
-6.611214, 0.1961813, 0.2248697, 444.7856, 253.9594
-6.611214, 0.01993129, 0.2248697, 444.7856, 267.9016
-6.811183, 0.01993129, 0.2283601, 428.8801, 267.8405
-6.811183, 0.1961813, 0.2283601, 428.8801, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 414.2595, 255.7325
-7.190121, 0.1692639, 0.2332926, 398.8148, 255.9543
-7.205468, 0.1692639, 0.4527568, 393.175, 252.5567
-7.005955, 0.1692639, 0.4667081, 408.1967, 252.3471
-7.205468, 0.1692639, 0.4527568, 393.175, 252.5567
-7.205468, 0.01926389, 0.4527568, 393.175, 264.0763
-7.005955, 0.01926389, 0.4667081, 408.1967, 263.8462
-7.005955, 0.1692639, 0.4667081, 408.1967, 252.3471
-7.005955, 0.1692639, 0.4667081, 408.1967, 252.3471
-7.005955, 0.01926389, 0.4667081, 408.1967, 263.8462
-6.990609, 0.01926386, 0.247244, 414.2595, 267.5634
-6.990609, 0.1692639, 0.2472439, 414.2595, 255.7325
-7.190121, 0.01926386, 0.2332927, 398.8148, 267.8069
-6.990609, 0.01926386, 0.247244, 414.2595, 267.5634
-7.005955, 0.01926389, 0.4667081, 408.1967, 263.8462
-7.205468, 0.01926389, 0.4527568, 393.175, 264.0763
-7.190121, 0.1692639, 0.2332926, 398.8148, 255.9543
-7.190121, 0.01926386, 0.2332927, 398.8148, 267.8069
-7.205468, 0.01926389, 0.4527568, 393.175, 264.0763
-7.205468, 0.1692639, 0.4527568, 393.175, 252.5567
-6.990609, 0.1692639, 0.2472439, 414.2595, 255.7325
-6.990609, 0.01926386, 0.247244, 414.2595, 267.5634
-7.190121, 0.01926386, 0.2332927, 398.8148, 267.8069
-7.190121, 0.1692639, 0.2332926, 398.8148, 255.9543
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.368715, 0.1916559, 0.2474137, 384.4342, 253.9638
-7.568684, 0.1916559, 0.2439232, 368.7216, 254.0184
-7.572326, 0.1916559, 0.4525871, 365.004, 250.8396
-7.372357, 0.1916559, 0.4560776, 380.2987, 250.7878
-7.572326, 0.1916559, 0.4525871, 365.004, 250.8396
-7.572326, 0.01915592, 0.4525871, 365.004, 264.0874
-7.372357, 0.01915592, 0.4560776, 380.2987, 264.0298
-7.372357, 0.1916559, 0.4560776, 380.2987, 250.7878
-7.372357, 0.1916559, 0.4560776, 380.2987, 250.7878
-7.372357, 0.01915592, 0.4560776, 380.2987, 264.0298
-7.368715, 0.01915589, 0.2474137, 384.4342, 267.5689
-7.368715, 0.1916559, 0.2474137, 384.4342, 253.9638
-7.568684, 0.01915589, 0.2439232, 368.7216, 267.6298
-7.368715, 0.01915589, 0.2474137, 384.4342, 267.5689
-7.372357, 0.01915592, 0.4560776, 380.2987, 264.0298
-7.572326, 0.01915592, 0.4525871, 365.004, 264.0874
-7.568684, 0.1916559, 0.2439232, 368.7216, 254.0184
-7.568684, 0.01915589, 0.2439232, 368.7216, 267.6298
-7.572326, 0.01915592, 0.4525871, 365.004, 264.0874
-7.572326, 0.1916559, 0.4525871, 365.004, 250.8396
-7.368715, 0.1916559, 0.2474137, 384.4342, 253.9638
-7.368715, 0.01915589, 0.2474137, 384.4342, 267.5689
-7.568684, 0.01915589, 0.2439232, 368.7216, 267.6298
-7.568684, 0.1916559, 0.2439232, 368.7216, 254.0184
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.372357, 0.3641559, 0.2439232, 384.2132, 240.407
-7.572326, 0.3641559, 0.2474137, 368.3754, 240.3586
-7.568684, 0.3641559, 0.4560776, 365.2277, 237.5459
-7.368715, 0.3641559, 0.4525871, 380.6411, 237.5917
-7.568684, 0.3641559, 0.4560776, 365.2277, 237.5459
-7.568684, 0.1916559, 0.4560776, 365.2277, 250.7878
-7.368715, 0.1916559, 0.4525871, 380.6411, 250.8396
-7.368715, 0.3641559, 0.4525871, 380.6411, 237.5917
-7.368715, 0.3641559, 0.4525871, 380.6411, 237.5917
-7.368715, 0.1916559, 0.4525871, 380.6411, 250.8396
-7.372357, 0.1916559, 0.2439232, 384.2132, 254.0184
-7.372357, 0.3641559, 0.2439232, 384.2132, 240.407
-7.572326, 0.1916559, 0.2474137, 368.3754, 253.9638
-7.372357, 0.1916559, 0.2439232, 384.2132, 254.0184
-7.368715, 0.1916559, 0.4525871, 380.6411, 250.8396
-7.568684, 0.1916559, 0.4560776, 365.2277, 250.7878
-7.572326, 0.3641559, 0.2474137, 368.3754, 240.3586
-7.572326, 0.1916559, 0.2474137, 368.3754, 253.9638
-7.568684, 0.1916559, 0.4560776, 365.2277, 250.7878
-7.568684, 0.3641559, 0.4560776, 365.2277, 237.5459
-7.372357, 0.3641559, 0.2439232, 384.2132, 240.407
-7.372357, 0.1916559, 0.2439232, 384.2132, 254.0184
-7.572326, 0.1916559, 0.2474137, 368.3754, 253.9638
-7.572326, 0.3641559, 0.2474137, 368.3754, 240.3586
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.730128, 0.1847178, 0.2429189, 355.998, 254.5816
-7.929032, 0.1847178, 0.2220132, 340.5776, 254.9113
-7.953739, 0.1847178, 0.4570819, 335.6567, 251.3055
-7.754835, 0.1847178, 0.4779876, 350.6277, 250.9953
-7.953739, 0.1847178, 0.4570819, 335.6567, 251.3055
-7.953739, 0.01971789, 0.4570819, 335.6567, 263.97
-7.754835, 0.01971789, 0.4779876, 350.6277, 263.626
-7.754835, 0.1847178, 0.4779876, 350.6277, 250.9953
-7.754835, 0.1847178, 0.4779876, 350.6277, 250.9953
-7.754835, 0.01971789, 0.4779876, 350.6277, 263.626
-7.730128, 0.01971789, 0.2429189, 355.998, 267.6029
-7.730128, 0.1847178, 0.2429189, 355.998, 254.5816
-7.929032, 0.01971789, 0.2220132, 340.5776, 267.9686
-7.730128, 0.01971789, 0.2429189, 355.998, 267.6029
-7.754835, 0.01971789, 0.4779876, 350.6277, 263.626
-7.953739, 0.01971789, 0.4570819, 335.6567, 263.97
-7.929032, 0.1847178, 0.2220132, 340.5776, 254.9113
-7.929032, 0.01971789, 0.2220132, 340.5776, 267.9686
-7.953739, 0.01971789, 0.4570819, 335.6567, 263.97
-7.953739, 0.1847178, 0.4570819, 335.6567, 251.3055
-7.730128, 0.1847178, 0.2429189, 355.998, 254.5816
-7.730128, 0.01971789, 0.2429189, 355.998, 267.6029
-7.929032, 0.01971789, 0.2220132, 340.5776, 267.9686
-7.929032, 0.1847178, 0.2220132, 340.5776, 254.9113
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.744011, 0.3497178, 0.2300913, 355.0965, 241.7404
-7.943981, 0.3497178, 0.2335818, 339.2432, 241.6913
-7.939856, 0.3497179, 0.4699094, 336.5639, 238.4711
-7.739886, 0.3497179, 0.4664189, 351.9373, 238.5172
-7.939856, 0.3497179, 0.4699094, 336.5639, 238.4711
-7.939856, 0.1847179, 0.4699094, 336.5639, 251.1149
-7.739886, 0.1847179, 0.4664189, 351.9373, 251.1667
-7.739886, 0.3497179, 0.4664189, 351.9373, 238.5172
-7.739886, 0.3497179, 0.4664189, 351.9373, 238.5172
-7.739886, 0.1847179, 0.4664189, 351.9373, 251.1667
-7.744011, 0.1847178, 0.2300914, 355.0965, 254.7837
-7.744011, 0.3497178, 0.2300913, 355.0965, 241.7404
-7.943981, 0.1847178, 0.2335818, 339.2432, 254.7287
-7.744011, 0.1847178, 0.2300914, 355.0965, 254.7837
-7.739886, 0.1847179, 0.4664189, 351.9373, 251.1667
-7.939856, 0.1847179, 0.4699094, 336.5639, 251.1149
-7.943981, 0.3497178, 0.2335818, 339.2432, 241.6913
-7.943981, 0.1847178, 0.2335818, 339.2432, 254.7287
-7.939856, 0.1847179, 0.4699094, 336.5639, 251.1149
-7.939856, 0.3497179, 0.4699094, 336.5639, 238.4711
-7.744011, 0.3497178, 0.2300913, 355.0965, 241.7404
-7.744011, 0.1847178, 0.2300914, 355.0965, 254.7837
-7.943981, 0.1847178, 0.2335818, 339.2432, 254.7287
-7.943981, 0.3497178, 0.2335818, 339.2432, 241.6913
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.728276, 0.5147178, 0.2448864, 356.1141, 228.5148
-7.926785, 0.5147178, 0.2205126, 340.7754, 228.8155
-7.955591, 0.5147178, 0.4551143, 335.5387, 225.9992
-7.757082, 0.5147178, 0.4794882, 350.4346, 225.7163
-7.955591, 0.5147178, 0.4551143, 335.5387, 225.9992
-7.955591, 0.3497178, 0.4551143, 335.5387, 238.667
-7.757082, 0.3497178, 0.4794882, 350.4346, 238.3447
-7.757082, 0.5147178, 0.4794882, 350.4346, 225.7163
-7.757082, 0.5147178, 0.4794882, 350.4346, 225.7163
-7.757082, 0.3497178, 0.4794882, 350.4346, 238.3447
-7.728276, 0.3497178, 0.2448865, 356.1141, 241.5327
-7.728276, 0.5147178, 0.2448864, 356.1141, 228.5148
-7.926785, 0.3497178, 0.2205126, 340.7754, 241.8753
-7.728276, 0.3497178, 0.2448865, 356.1141, 241.5327
-7.757082, 0.3497178, 0.4794882, 350.4346, 238.3447
-7.955591, 0.3497178, 0.4551143, 335.5387, 238.667
-7.926785, 0.5147178, 0.2205126, 340.7754, 228.8155
-7.926785, 0.3497178, 0.2205126, 340.7754, 241.8753
-7.955591, 0.3497178, 0.4551143, 335.5387, 238.667
-7.955591, 0.5147178, 0.4551143, 335.5387, 225.9992
-7.728276, 0.5147178, 0.2448864, 356.1141, 228.5148
-7.728276, 0.3497178, 0.2448865, 356.1141, 241.5327
-7.926785, 0.3497178, 0.2205126, 340.7754, 241.8753
-7.926785, 0.5147178, 0.2205126, 340.7754, 228.8155
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.733933, 0.6797177, 0.2390821, 355.7561, 215.5583
-7.933446, 0.6797177, 0.2251308, 340.1871, 215.7065
-7.949934, 0.6797178, 0.4609186, 335.9017, 213.2733
-7.750421, 0.6797178, 0.4748699, 351.0098, 213.134
-7.949934, 0.6797178, 0.4609186, 335.9017, 213.2733
-7.949934, 0.5147178, 0.4609186, 335.9017, 225.9317
-7.750421, 0.5147178, 0.4748699, 351.0098, 225.7698
-7.750421, 0.6797178, 0.4748699, 351.0098, 213.134
-7.750421, 0.6797178, 0.4748699, 351.0098, 213.134
-7.750421, 0.5147178, 0.4748699, 351.0098, 225.7698
-7.733933, 0.5147178, 0.2390821, 355.7561, 228.5862
-7.733933, 0.6797177, 0.2390821, 355.7561, 215.5583
-7.933446, 0.5147178, 0.2251309, 340.1871, 228.7583
-7.733933, 0.5147178, 0.2390821, 355.7561, 228.5862
-7.750421, 0.5147178, 0.4748699, 351.0098, 225.7698
-7.949934, 0.5147178, 0.4609186, 335.9017, 225.9317
-7.933446, 0.6797177, 0.2251308, 340.1871, 215.7065
-7.933446, 0.5147178, 0.2251309, 340.1871, 228.7583
