box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.672166, 0.1961813, 8.468002, 471.6427, 250.2646
2.672166, 0.1961813, 8.468002, 471.6427, 250.2646
2.672166, 0.0199313, 8.468002, 471.6427, 263.7738
2.672166, 0.0199313, 8.468002, 471.6427, 263.7738
2.672166, 0.0199313, 8.468002, 471.6427, 263.7738
2.672166, 0.1961813, 8.468002, 471.6427, 250.2646
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 465.4397, 256.9882
2.291887, 0.162368, 8.213324, 449.3047, 256.8196
2.306762, 0.162368, 8.497145, 442.8799, 252.4191
2.506487, 0.162368, 8.486677, 458.4227, 252.5758
2.306762, 0.162368, 8.497145, 442.8799, 252.4191
2.306762, 0.019868, 8.497145, 442.8799, 263.301
2.506487, 0.019868, 8.486677, 458.4227, 263.4721
2.506487, 0.162368, 8.486677, 458.4227, 252.5758
2.506487, 0.162368, 8.486677, 458.4227, 252.5758
2.506487, 0.019868, 8.486677, 458.4227, 263.4721
2.491613, 0.019868, 8.202856, 465.4397, 268.2935
2.491613, 0.162368, 8.202856, 465.4397, 256.9882
2.291887, 0.019868, 8.213324, 449.3047, 268.1092
2.491613, 0.019868, 8.202856, 465.4397, 268.2935
2.506487, 0.019868, 8.486677, 458.4227, 263.4721
2.306762, 0.019868, 8.497145, 442.8799, 263.301
2.291887, 0.162368, 8.213324, 449.3047, 256.8196
2.291887, 0.019868, 8.213324, 449.3047, 268.1092
2.306762, 0.019868, 8.497145, 442.8799, 263.301
2.306762, 0.162368, 8.497145, 442.8799, 252.4191
2.491613, 0.162368, 8.202856, 465.4397, 256.9882
2.491613, 0.019868, 8.202856, 465.4397, 268.2935
2.291887, 0.019868, 8.213324, 449.3047, 268.1092
2.291887, 0.162368, 8.213324, 449.3047, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 466.3065, 245.53
2.306762, 0.304868, 8.202856, 450.7745, 245.683
2.291887, 0.304868, 8.486677, 442.0132, 241.6795
2.491613, 0.304868, 8.497145, 456.9959, 241.5373
2.291887, 0.304868, 8.486677, 442.0132, 241.6795
2.291887, 0.162368, 8.486677, 442.0132, 252.5758
2.491613, 0.162368, 8.497145, 456.9959, 252.4192
2.491613, 0.304868, 8.497145, 456.9959, 241.5373
2.491613, 0.304868, 8.497145, 456.9959, 241.5373
2.491613, 0.162368, 8.497145, 456.9959, 252.4192
2.506487, 0.162368, 8.213324, 466.3065, 256.8196
2.506487, 0.304868, 8.213324, 466.3065, 245.53
2.306762, 0.162368, 8.202856, 450.7745, 256.9882
2.506487, 0.162368, 8.213324, 466.3065, 256.8196
2.491613, 0.162368, 8.497145, 456.9959, 252.4192
2.291887, 0.162368, 8.486677, 442.0132, 252.5758
2.306762, 0.304868, 8.202856, 450.7745, 245.683
2.306762, 0.162368, 8.202856, 450.7745, 256.9882
2.291887, 0.162368, 8.486677, 442.0132, 252.5758
2.291887, 0.304868, 8.486677, 442.0132, 241.6795
2.506487, 0.304868, 8.213324, 466.3065, 245.53
2.506487, 0.162368, 8.213324, 466.3065, 256.8196
2.306762, 0.162368, 8.202856, 450.7745, 256.9882
2.306762, 0.304868, 8.202856, 450.7745, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 466.0327, 234.2884
2.301683, 0.447368, 8.206172, 450.2794, 234.3342
2.296722, 0.447368, 8.490338, 442.2885, 230.7384
2.496692, 0.447368, 8.493829, 457.4755, 230.6959
2.296722, 0.447368, 8.490338, 442.2885, 230.7384
2.296722, 0.304868, 8.490338, 442.2885, 241.6297
2.496692, 0.304868, 8.493829, 457.4755, 241.5823
2.496692, 0.447368, 8.493829, 457.4755, 230.6959
2.496692, 0.447368, 8.493829, 457.4755, 230.6959
2.496692, 0.304868, 8.493829, 457.4755, 241.5823
2.501652, 0.3048679, 8.209662, 466.0327, 245.5834
2.501652, 0.447368, 8.209662, 466.0327, 234.2884
2.301683, 0.3048679, 8.206172, 450.2794, 245.6345
2.501652, 0.3048679, 8.209662, 466.0327, 245.5834
2.496692, 0.304868, 8.493829, 457.4755, 241.5823
2.296722, 0.304868, 8.490338, 442.2885, 241.6297
2.301683, 0.447368, 8.206172, 450.2794, 234.3342
2.301683, 0.3048679, 8.206172, 450.2794, 245.6345
2.296722, 0.304868, 8.490338, 442.2885, 241.6297
2.296722, 0.447368, 8.490338, 442.2885, 230.7384
2.501652, 0.447368, 8.209662, 466.0327, 234.2884
2.501652, 0.3048679, 8.209662, 466.0327, 245.5834
2.301683, 0.3048679, 8.206172, 450.2794, 245.6345
