box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 357.7702, 253.9594
-6.811183, 0.1961813, 0.2283601, 341.9047, 253.9046
-6.806876, 0.1961813, 0.4751311, 339.025, 250.1597
-6.606906, 0.1961813, 0.4716406, 354.3893, 250.211
-6.806876, 0.1961813, 0.4751311, 339.025, 250.1597
-6.806876, 0.01993132, 0.4751311, 339.025, 263.6566
-6.606906, 0.01993132, 0.4716406, 354.3893, 263.7139
-6.606906, 0.1961813, 0.4716406, 354.3893, 250.211
-6.606906, 0.1961813, 0.4716406, 354.3893, 250.211
-6.606906, 0.01993132, 0.4716406, 354.3893, 263.7139
-6.611214, 0.01993129, 0.2248697, 357.7702, 267.9016
-6.611214, 0.1961813, 0.2248697, 357.7702, 253.9594
-6.811183, 0.01993129, 0.2283601, 341.9047, 267.8405
-6.611214, 0.01993129, 0.2248697, 357.7702, 267.9016
-6.606906, 0.01993132, 0.4716406, 354.3893, 263.7139
-6.806876, 0.01993132, 0.4751311, 339.025, 263.6566
-6.811183, 0.1961813, 0.2283601, 341.9047, 253.9046
-6.811183, 0.01993129, 0.2283601, 341.9047, 267.8405
-6.806876, 0.01993132, 0.4751311, 339.025, 263.6566
-6.806876, 0.1961813, 0.4751311, 339.025, 250.1597
-6.611214, 0.1961813, 0.2248697, 357.7702, 253.9594
-6.611214, 0.01993129, 0.2248697, 357.7702, 267.9016
-6.811183, 0.01993129, 0.2283601, 341.9047, 267.8405
-6.811183, 0.1961813, 0.2283601, 341.9047, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 327.5, 255.7325
-7.190121, 0.1692639, 0.2332926, 311.8959, 255.9543
-7.205468, 0.1692639, 0.4527568, 308.6978, 252.5567
-7.005955, 0.1692639, 0.4667081, 323.87, 252.3471
-7.205468, 0.1692639, 0.4527568, 308.6978, 252.5567
-7.205468, 0.01926389, 0.4527568, 308.6978, 264.0763
-7.005955, 0.01926389, 0.4667081, 323.87, 263.8462
-7.005955, 0.1692639, 0.4667081, 323.87, 252.3471
-7.005955, 0.1692639, 0.4667081, 323.87, 252.3471
-7.005955, 0.01926389, 0.4667081, 323.87, 263.8462
-6.990609, 0.01926386, 0.247244, 327.5, 267.5634
-6.990609, 0.1692639, 0.2472439, 327.5, 255.7325
-7.190121, 0.01926386, 0.2332927, 311.8959, 267.8069
-6.990609, 0.01926386, 0.247244, 327.5, 267.5634
-7.005955, 0.01926389, 0.4667081, 323.87, 263.8462
-7.205468, 0.01926389, 0.4527568, 308.6978, 264.0763
-7.190121, 0.1692639, 0.2332926, 311.8959, 255.9543
-7.190121, 0.01926386, 0.2332927, 311.8959, 267.8069
-7.205468, 0.01926389, 0.4527568, 308.6978, 264.0763
-7.205468, 0.1692639, 0.4527568, 308.6978, 252.5567
-6.990609, 0.1692639, 0.2472439, 327.5, 255.7325
-6.990609, 0.01926386, 0.247244, 327.5, 267.5634
-7.190121, 0.01926386, 0.2332927, 311.8959, 267.8069
-7.190121, 0.1692639, 0.2332926, 311.8959, 255.9543
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.368715, 0.1916559, 0.2474137, 297.6767, 253.9638
-7.568684, 0.1916559, 0.2439232, 281.9243, 254.0184
-7.572326, 0.1916559, 0.4525871, 280.5249, 250.8396
-7.372357, 0.1916559, 0.4560776, 295.8573, 250.7878
-7.572326, 0.1916559, 0.4525871, 280.5249, 250.8396
-7.572326, 0.01915592, 0.4525871, 280.5249, 264.0874
-7.372357, 0.01915592, 0.4560776, 295.8573, 264.0298
-7.372357, 0.1916559, 0.4560776, 295.8573, 250.7878
-7.372357, 0.1916559, 0.4560776, 295.8573, 250.7878
-7.372357, 0.01915592, 0.4560776, 295.8573, 264.0298
-7.368715, 0.01915589, 0.2474137, 297.6767, 267.5689
-7.368715, 0.1916559, 0.2474137, 297.6767, 253.9638
-7.568684, 0.01915589, 0.2439232, 281.9243, 267.6298
-7.368715, 0.01915589, 0.2474137, 297.6767, 267.5689
-7.372357, 0.01915592, 0.4560776, 295.8573, 264.0298
-7.572326, 0.01915592, 0.4525871, 280.5249, 264.0874
-7.568684, 0.1916559, 0.2439232, 281.9243, 254.0184
-7.568684, 0.01915589, 0.2439232, 281.9243, 267.6298
-7.572326, 0.01915592, 0.4525871, 280.5249, 264.0874
-7.572326, 0.1916559, 0.4525871, 280.5249, 250.8396
-7.368715, 0.1916559, 0.2474137, 297.6767, 253.9638
-7.368715, 0.01915589, 0.2474137, 297.6767, 267.5689
-7.568684, 0.01915589, 0.2439232, 281.9243, 267.6298
-7.568684, 0.1916559, 0.2439232, 281.9243, 254.0184
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.372357, 0.3641559, 0.2439232, 297.4158, 240.407
-7.572326, 0.3641559, 0.2474137, 281.6178, 240.3586
-7.568684, 0.3641559, 0.4560776, 280.7863, 237.5459
-7.368715, 0.3641559, 0.4525871, 296.162, 237.5917
-7.568684, 0.3641559, 0.4560776, 280.7863, 237.5459
-7.568684, 0.1916559, 0.4560776, 280.7863, 250.7878
-7.368715, 0.1916559, 0.4525871, 296.162, 250.8396
-7.368715, 0.3641559, 0.4525871, 296.162, 237.5917
-7.368715, 0.3641559, 0.4525871, 296.162, 237.5917
-7.368715, 0.1916559, 0.4525871, 296.162, 250.8396
-7.372357, 0.1916559, 0.2439232, 297.4158, 254.0184
-7.372357, 0.3641559, 0.2439232, 297.4158, 240.407
-7.572326, 0.1916559, 0.2474137, 281.6178, 253.9638
-7.372357, 0.1916559, 0.2439232, 297.4158, 254.0184
-7.368715, 0.1916559, 0.4525871, 296.162, 250.8396
-7.568684, 0.1916559, 0.4560776, 280.7863, 250.7878
-7.572326, 0.3641559, 0.2474137, 281.6178, 240.3586
-7.572326, 0.1916559, 0.2474137, 281.6178, 253.9638
-7.568684, 0.1916559, 0.4560776, 280.7863, 250.7878
-7.568684, 0.3641559, 0.4560776, 280.7863, 237.5459
-7.372357, 0.3641559, 0.2439232, 297.4158, 240.407
-7.372357, 0.1916559, 0.2439232, 297.4158, 254.0184
-7.572326, 0.1916559, 0.2474137, 281.6178, 253.9638
-7.572326, 0.3641559, 0.2474137, 281.6178, 240.3586
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.730128, 0.1847178, 0.2429189, 269.1891, 254.5816
-7.929032, 0.1847178, 0.2220132, 253.5294, 254.9113
-7.953739, 0.1847178, 0.4570819, 251.2262, 251.3055
-7.754835, 0.1847178, 0.4779876, 266.4224, 250.9953
-7.953739, 0.1847178, 0.4570819, 251.2262, 251.3055
-7.953739, 0.01971789, 0.4570819, 251.2262, 263.97
-7.754835, 0.01971789, 0.4779876, 266.4224, 263.626
-7.754835, 0.1847178, 0.4779876, 266.4224, 250.9953
-7.754835, 0.1847178, 0.4779876, 266.4224, 250.9953
-7.754835, 0.01971789, 0.4779876, 266.4224, 263.626
-7.730128, 0.01971789, 0.2429189, 269.1891, 267.6029
-7.730128, 0.1847178, 0.2429189, 269.1891, 254.5816
-7.929032, 0.01971789, 0.2220132, 253.5294, 267.9686
-7.730128, 0.01971789, 0.2429189, 269.1891, 267.6029
-7.754835, 0.01971789, 0.4779876, 266.4224, 263.626
-7.953739, 0.01971789, 0.4570819, 251.2262, 263.97
-7.929032, 0.1847178, 0.2220132, 253.5294, 254.9113
-7.929032, 0.01971789, 0.2220132, 253.5294, 267.9686
-7.953739, 0.01971789, 0.4570819, 251.2262, 263.97
-7.953739, 0.1847178, 0.4570819, 251.2262, 251.3055
-7.730128, 0.1847178, 0.2429189, 269.1891, 254.5816
