box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 417.0988, 253.9594
-6.811183, 0.1961813, 0.2283601, 401.2061, 253.9046
-6.806876, 0.1961813, 0.4751311, 396.4586, 250.1597
-6.606906, 0.1961813, 0.4716406, 411.8485, 250.211
-6.806876, 0.1961813, 0.4751311, 396.4586, 250.1597
-6.806876, 0.01993132, 0.4751311, 396.4586, 263.6566
-6.606906, 0.01993132, 0.4716406, 411.8485, 263.7139
-6.606906, 0.1961813, 0.4716406, 411.8485, 250.211
-6.606906, 0.1961813, 0.4716406, 411.8485, 250.211
-6.606906, 0.01993132, 0.4716406, 411.8485, 263.7139
-6.611214, 0.01993129, 0.2248697, 417.0988, 267.9016
-6.611214, 0.1961813, 0.2248697, 417.0988, 253.9594
-6.811183, 0.01993129, 0.2283601, 401.2061, 267.8405
-6.611214, 0.01993129, 0.2248697, 417.0988, 267.9016
-6.606906, 0.01993132, 0.4716406, 411.8485, 263.7139
-6.806876, 0.01993132, 0.4751311, 396.4586, 263.6566
-6.811183, 0.1961813, 0.2283601, 401.2061, 253.9046
-6.811183, 0.01993129, 0.2283601, 401.2061, 267.8405
-6.806876, 0.01993132, 0.4751311, 396.4586, 263.6566
-6.806876, 0.1961813, 0.4751311, 396.4586, 250.1597
-6.611214, 0.1961813, 0.2248697, 417.0988, 253.9594
-6.611214, 0.01993129, 0.2248697, 417.0988, 267.9016
-6.811183, 0.01993129, 0.2283601, 401.2061, 267.8405
-6.811183, 0.1961813, 0.2283601, 401.2061, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 386.6542, 255.7325
-7.190121, 0.1692639, 0.2332926, 371.1587, 255.9543
-7.205468, 0.1692639, 0.4527568, 366.2958, 252.5567
-7.005955, 0.1692639, 0.4667081, 381.3654, 252.3471
-7.205468, 0.1692639, 0.4527568, 366.2958, 252.5567
-7.205468, 0.01926389, 0.4527568, 366.2958, 264.0763
-7.005955, 0.01926389, 0.4667081, 381.3654, 263.8462
-7.005955, 0.1692639, 0.4667081, 381.3654, 252.3471
-7.005955, 0.1692639, 0.4667081, 381.3654, 252.3471
-7.005955, 0.01926389, 0.4667081, 381.3654, 263.8462
-6.990609, 0.01926386, 0.247244, 386.6542, 267.5634
-6.990609, 0.1692639, 0.2472439, 386.6542, 255.7325
-7.190121, 0.01926386, 0.2332927, 371.1587, 267.8069
-6.990609, 0.01926386, 0.247244, 386.6542, 267.5634
-7.005955, 0.01926389, 0.4667081, 381.3654, 263.8462
-7.205468, 0.01926389, 0.4527568, 366.2958, 264.0763
-7.190121, 0.1692639, 0.2332926, 371.1587, 255.9543
-7.190121, 0.01926386, 0.2332927, 371.1587, 267.8069
-7.205468, 0.01926389, 0.4527568, 366.2958, 264.0763
-7.205468, 0.1692639, 0.4527568, 366.2958, 252.5567
-6.990609, 0.1692639, 0.2472439, 386.6542, 255.7325
-6.990609, 0.01926386, 0.247244, 386.6542, 267.5634
-7.190121, 0.01926386, 0.2332927, 371.1587, 267.8069
-7.190121, 0.1692639, 0.2332926, 371.1587, 255.9543
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.368715, 0.1916559, 0.2474137, 356.8295, 253.9638
-7.568684, 0.1916559, 0.2439232, 341.1042, 254.0184
-7.572326, 0.1916559, 0.4525871, 338.1242, 250.8396
-7.372357, 0.1916559, 0.4560776, 353.431, 250.7878
-7.572326, 0.1916559, 0.4525871, 338.1242, 250.8396
-7.572326, 0.01915592, 0.4525871, 338.1242, 264.0874
-7.372357, 0.01915592, 0.4560776, 353.431, 264.0298
-7.372357, 0.1916559, 0.4560776, 353.431, 250.7878
-7.372357, 0.1916559, 0.4560776, 353.431, 250.7878
-7.372357, 0.01915592, 0.4560776, 353.431, 264.0298
-7.368715, 0.01915589, 0.2474137, 356.8295, 267.5689
-7.368715, 0.1916559, 0.2474137, 356.8295, 253.9638
-7.568684, 0.01915589, 0.2439232, 341.1042, 267.6298
-7.368715, 0.01915589, 0.2474137, 356.8295, 267.5689
-7.372357, 0.01915592, 0.4560776, 353.431, 264.0298
-7.572326, 0.01915592, 0.4525871, 338.1242, 264.0874
-7.568684, 0.1916559, 0.2439232, 341.1042, 254.0184
-7.568684, 0.01915589, 0.2439232, 341.1042, 267.6298
-7.572326, 0.01915592, 0.4525871, 338.1242, 264.0874
-7.572326, 0.1916559, 0.4525871, 338.1242, 250.8396
-7.368715, 0.1916559, 0.2474137, 356.8295, 253.9638
-7.368715, 0.01915589, 0.2474137, 356.8295, 267.5689
-7.568684, 0.01915589, 0.2439232, 341.1042, 267.6298
-7.568684, 0.1916559, 0.2439232, 341.1042, 254.0184
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.372357, 0.3641559, 0.2439232, 356.5958, 240.407
-7.572326, 0.3641559, 0.2474137, 340.7706, 240.3586
-7.568684, 0.3641559, 0.4560776, 338.3599, 237.5459
-7.368715, 0.3641559, 0.4525871, 353.7614, 237.5917
-7.568684, 0.3641559, 0.4560776, 338.3599, 237.5459
-7.568684, 0.1916559, 0.4560776, 338.3599, 250.7878
-7.368715, 0.1916559, 0.4525871, 353.7614, 250.8396
