box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 400.8121, 253.8477
2.685083, 0.1961813, 8.221532, 385.2279, 254.0117
2.672166, 0.1961813, 8.468002, 379.6653, 250.2646
2.871892, 0.1961813, 8.478469, 394.7669, 250.1107
2.672166, 0.1961813, 8.468002, 379.6653, 250.2646
2.672166, 0.0199313, 8.468002, 379.6653, 263.7738
2.871892, 0.0199313, 8.478469, 394.7669, 263.6018
2.871892, 0.1961813, 8.478469, 394.7669, 250.1107
2.871892, 0.1961813, 8.478469, 394.7669, 250.1107
2.871892, 0.0199313, 8.478469, 394.7669, 263.6018
2.884809, 0.0199313, 8.231998, 400.8121, 267.7768
2.884809, 0.1961813, 8.231998, 400.8121, 253.8477
2.685083, 0.0199313, 8.221532, 385.2279, 267.9601
2.884809, 0.0199313, 8.231998, 400.8121, 267.7768
2.871892, 0.0199313, 8.478469, 394.7669, 263.6018
2.672166, 0.0199313, 8.468002, 379.6653, 263.7738
2.685083, 0.1961813, 8.221532, 385.2279, 254.0117
2.685083, 0.0199313, 8.221532, 385.2279, 267.9601
2.672166, 0.0199313, 8.468002, 379.6653, 263.7738
2.672166, 0.1961813, 8.468002, 379.6653, 250.2646
2.884809, 0.1961813, 8.231998, 400.8121, 253.8477
2.884809, 0.0199313, 8.231998, 400.8121, 267.7768
2.685083, 0.0199313, 8.221532, 385.2279, 267.9601
2.685083, 0.1961813, 8.221532, 385.2279, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 370.2376, 256.9882
2.291887, 0.162368, 8.213324, 354.2342, 256.8196
2.306762, 0.162368, 8.497145, 351.2436, 252.4191
2.506487, 0.162368, 8.486677, 366.6641, 252.5758
2.306762, 0.162368, 8.497145, 351.2436, 252.4191
2.306762, 0.019868, 8.497145, 351.2436, 263.301
2.506487, 0.019868, 8.486677, 366.6641, 263.4721
2.506487, 0.162368, 8.486677, 366.6641, 252.5758
2.506487, 0.162368, 8.486677, 366.6641, 252.5758
2.506487, 0.019868, 8.486677, 366.6641, 263.4721
2.491613, 0.019868, 8.202856, 370.2376, 268.2935
2.491613, 0.162368, 8.202856, 370.2376, 256.9882
2.291887, 0.019868, 8.213324, 354.2342, 268.1092
2.491613, 0.019868, 8.202856, 370.2376, 268.2935
2.506487, 0.019868, 8.486677, 366.6641, 263.4721
