box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 440.8303, 253.9594
-6.811183, 0.1961813, 0.2283601, 424.9267, 253.9046
-6.806876, 0.1961813, 0.4751311, 419.4321, 250.1597
-6.606906, 0.1961813, 0.4716406, 434.8323, 250.211
-6.806876, 0.1961813, 0.4751311, 419.4321, 250.1597
-6.806876, 0.01993132, 0.4751311, 419.4321, 263.6566
-6.606906, 0.01993132, 0.4716406, 434.8323, 263.7139
-6.606906, 0.1961813, 0.4716406, 434.8323, 250.211
-6.606906, 0.1961813, 0.4716406, 434.8323, 250.211
-6.606906, 0.01993132, 0.4716406, 434.8323, 263.7139
-6.611214, 0.01993129, 0.2248697, 440.8303, 267.9016
-6.611214, 0.1961813, 0.2248697, 440.8303, 253.9594
-6.811183, 0.01993129, 0.2283601, 424.9267, 267.8405
-6.611214, 0.01993129, 0.2248697, 440.8303, 267.9016
-6.606906, 0.01993132, 0.4716406, 434.8323, 263.7139
-6.806876, 0.01993132, 0.4751311, 419.4321, 263.6566
-6.811183, 0.1961813, 0.2283601, 424.9267, 253.9046
-6.811183, 0.01993129, 0.2283601, 424.9267, 267.8405
-6.806876, 0.01993132, 0.4751311, 419.4321, 263.6566
-6.806876, 0.1961813, 0.4751311, 419.4321, 250.1597
-6.611214, 0.1961813, 0.2248697, 440.8303, 253.9594
-6.611214, 0.01993129, 0.2248697, 440.8303, 267.9016
-6.811183, 0.01993129, 0.2283601, 424.9267, 267.8405
-6.811183, 0.1961813, 0.2283601, 424.9267, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 410.3159, 255.7325
-7.190121, 0.1692639, 0.2332926, 394.8639, 255.9543
-7.205468, 0.1692639, 0.4527568, 389.3351, 252.5567
-7.005955, 0.1692639, 0.4667081, 404.3637, 252.3471
-7.205468, 0.1692639, 0.4527568, 389.3351, 252.5567
-7.205468, 0.01926389, 0.4527568, 389.3351, 264.0763
-7.005955, 0.01926389, 0.4667081, 404.3637, 263.8462
-7.005955, 0.1692639, 0.4667081, 404.3637, 252.3471
-7.005955, 0.1692639, 0.4667081, 404.3637, 252.3471
-7.005955, 0.01926389, 0.4667081, 404.3637, 263.8462
-6.990609, 0.01926386, 0.247244, 410.3159, 267.5634
-6.990609, 0.1692639, 0.2472439, 410.3159, 255.7325
-7.190121, 0.01926386, 0.2332927, 394.8639, 267.8069
-6.990609, 0.01926386, 0.247244, 410.3159, 267.5634
-7.005955, 0.01926389, 0.4667081, 404.3637, 263.8462
-7.205468, 0.01926389, 0.4527568, 389.3351, 264.0763
-7.190121, 0.1692639, 0.2332926, 394.8639, 255.9543
-7.190121, 0.01926386, 0.2332927, 394.8639, 267.8069
-7.205468, 0.01926389, 0.4527568, 389.3351, 264.0763
-7.205468, 0.1692639, 0.4527568, 389.3351, 252.5567
-6.990609, 0.1692639, 0.2472439, 410.3159, 255.7325
-6.990609, 0.01926386, 0.247244, 410.3159, 267.5634
-7.190121, 0.01926386, 0.2332927, 394.8639, 267.8069
-7.190121, 0.1692639, 0.2332926, 394.8639, 255.9543
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.368715, 0.1916559, 0.2474137, 380.4907, 253.9638
-7.568684, 0.1916559, 0.2439232, 364.7763, 254.0184
-7.572326, 0.1916559, 0.4525871, 361.164, 250.8396
-7.372357, 0.1916559, 0.4560776, 376.4605, 250.7878
-7.572326, 0.1916559, 0.4525871, 361.164, 250.8396
-7.572326, 0.01915592, 0.4525871, 361.164, 264.0874
-7.372357, 0.01915592, 0.4560776, 376.4605, 264.0298
-7.372357, 0.1916559, 0.4560776, 376.4605, 250.7878
-7.372357, 0.1916559, 0.4560776, 376.4605, 250.7878
-7.372357, 0.01915592, 0.4560776, 376.4605, 264.0298
-7.368715, 0.01915589, 0.2474137, 380.4907, 267.5689
-7.368715, 0.1916559, 0.2474137, 380.4907, 253.9638
-7.568684, 0.01915589, 0.2439232, 364.7763, 267.6298
-7.368715, 0.01915589, 0.2474137, 380.4907, 267.5689
-7.372357, 0.01915592, 0.4560776, 376.4605, 264.0298
-7.572326, 0.01915592, 0.4525871, 361.164, 264.0874
-7.568684, 0.1916559, 0.2439232, 364.7763, 254.0184
-7.568684, 0.01915589, 0.2439232, 364.7763, 267.6298
-7.572326, 0.01915592, 0.4525871, 361.164, 264.0874
-7.572326, 0.1916559, 0.4525871, 361.164, 250.8396
-7.368715, 0.1916559, 0.2474137, 380.4907, 253.9638
-7.368715, 0.01915589, 0.2474137, 380.4907, 267.5689
