box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-6.611214, 0.1961813, 0.2248697, 460.6065, 253.9594
-6.811183, 0.1961813, 0.2283601, 444.6938, 253.9046
-6.806876, 0.1961813, 0.4751311, 438.5767, 250.1597
-6.606906, 0.1961813, 0.4716406, 453.9854, 250.211
-6.806876, 0.1961813, 0.4751311, 438.5767, 250.1597
-6.806876, 0.01993132, 0.4751311, 438.5767, 263.6566
-6.606906, 0.01993132, 0.4716406, 453.9854, 263.7139
-6.606906, 0.1961813, 0.4716406, 453.9854, 250.211
-6.606906, 0.1961813, 0.4716406, 453.9854, 250.211
-6.606906, 0.01993132, 0.4716406, 453.9854, 263.7139
-6.611214, 0.01993129, 0.2248697, 460.6065, 267.9016
-6.611214, 0.1961813, 0.2248697, 460.6065, 253.9594
-6.811183, 0.01993129, 0.2283601, 444.6938, 267.8405
-6.611214, 0.01993129, 0.2248697, 460.6065, 267.9016
-6.606906, 0.01993132, 0.4716406, 453.9854, 263.7139
-6.806876, 0.01993132, 0.4751311, 438.5767, 263.6566
-6.811183, 0.1961813, 0.2283601, 444.6938, 253.9046
-6.811183, 0.01993129, 0.2283601, 444.6938, 267.8405
-6.806876, 0.01993132, 0.4751311, 438.5767, 263.6566
-6.806876, 0.1961813, 0.4751311, 438.5767, 250.1597
-6.611214, 0.1961813, 0.2248697, 460.6065, 253.9594
-6.611214, 0.01993129, 0.2248697, 460.6065, 267.9016
-6.811183, 0.01993129, 0.2283601, 444.6938, 267.8405
-6.811183, 0.1961813, 0.2283601, 444.6938, 253.9046
box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-6.990609, 0.1692639, 0.2472439, 430.0339, 255.7325
-7.190121, 0.1692639, 0.2332926, 414.6182, 255.9543
-7.205468, 0.1692639, 0.4527568, 408.5345, 252.5567
-7.005955, 0.1692639, 0.4667081, 423.5288, 252.3471
-7.205468, 0.1692639, 0.4527568, 408.5345, 252.5567
-7.205468, 0.01926389, 0.4527568, 408.5345, 264.0763
-7.005955, 0.01926389, 0.4667081, 423.5288, 263.8462
-7.005955, 0.1692639, 0.4667081, 423.5288, 252.3471
-7.005955, 0.1692639, 0.4667081, 423.5288, 252.3471
-7.005955, 0.01926389, 0.4667081, 423.5288, 263.8462
-6.990609, 0.01926386, 0.247244, 430.0339, 267.5634
-6.990609, 0.1692639, 0.2472439, 430.0339, 255.7325
-7.190121, 0.01926386, 0.2332927, 414.6182, 267.8069
-6.990609, 0.01926386, 0.247244, 430.0339, 267.5634
-7.005955, 0.01926389, 0.4667081, 423.5288, 263.8462
-7.205468, 0.01926389, 0.4527568, 408.5345, 264.0763
-7.190121, 0.1692639, 0.2332926, 414.6182, 255.9543
-7.190121, 0.01926386, 0.2332927, 414.6182, 267.8069
-7.205468, 0.01926389, 0.4527568, 408.5345, 264.0763
-7.205468, 0.1692639, 0.4527568, 408.5345, 252.5567
-6.990609, 0.1692639, 0.2472439, 430.0339, 255.7325
-6.990609, 0.01926386, 0.247244, 430.0339, 267.5634
-7.190121, 0.01926386, 0.2332927, 414.6182, 267.8069
-7.190121, 0.1692639, 0.2332926, 414.6182, 255.9543
box_1_Parle-G-GOLD(Clone) stack 117 Shelf_0 Rack_1_1_0
-7.368715, 0.1916559, 0.2474137, 400.2083, 253.9638
-7.568684, 0.1916559, 0.2439232, 384.5029, 254.0184
