box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 420.5698, 253.8477
2.685083, 0.1961813, 8.221532, 405.0128, 254.0117
2.672166, 0.1961813, 8.468002, 398.8272, 250.2646
2.871892, 0.1961813, 8.478469, 413.9033, 250.1107
2.672166, 0.1961813, 8.468002, 398.8272, 250.2646
2.672166, 0.0199313, 8.468002, 398.8272, 263.7738
2.871892, 0.0199313, 8.478469, 413.9033, 263.6018
2.871892, 0.1961813, 8.478469, 413.9033, 250.1107
2.871892, 0.1961813, 8.478469, 413.9033, 250.1107
2.871892, 0.0199313, 8.478469, 413.9033, 263.6018
2.884809, 0.0199313, 8.231998, 420.5698, 267.7768
2.884809, 0.1961813, 8.231998, 420.5698, 253.8477
2.685083, 0.0199313, 8.221532, 405.0128, 267.9601
2.884809, 0.0199313, 8.231998, 420.5698, 267.7768
2.871892, 0.0199313, 8.478469, 413.9033, 263.6018
2.672166, 0.0199313, 8.468002, 398.8272, 263.7738
2.685083, 0.1961813, 8.221532, 405.0128, 254.0117
2.685083, 0.0199313, 8.221532, 405.0128, 267.9601
2.672166, 0.0199313, 8.468002, 398.8272, 263.7738
2.672166, 0.1961813, 8.468002, 398.8272, 250.2646
2.884809, 0.1961813, 8.231998, 420.5698, 253.8477
2.884809, 0.0199313, 8.231998, 420.5698, 267.7768
2.685083, 0.0199313, 8.221532, 405.0128, 267.9601
2.685083, 0.1961813, 8.221532, 405.0128, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 390.0714, 256.9882
2.291887, 0.162368, 8.213324, 374.0406, 256.8196
2.306762, 0.162368, 8.497145, 370.3345, 252.4191
2.506487, 0.162368, 8.486677, 385.7805, 252.5758
2.306762, 0.162368, 8.497145, 370.3345, 252.4191
2.306762, 0.019868, 8.497145, 370.3345, 263.301
2.506487, 0.019868, 8.486677, 385.7805, 263.4721
2.506487, 0.162368, 8.486677, 385.7805, 252.5758
2.506487, 0.162368, 8.486677, 385.7805, 252.5758
2.506487, 0.019868, 8.486677, 385.7805, 263.4721
2.491613, 0.019868, 8.202856, 390.0714, 268.2935
2.491613, 0.162368, 8.202856, 390.0714, 256.9882
2.291887, 0.019868, 8.213324, 374.0406, 268.1092
2.491613, 0.019868, 8.202856, 390.0714, 268.2935
2.506487, 0.019868, 8.486677, 385.7805, 263.4721
2.306762, 0.019868, 8.497145, 370.3345, 263.301
2.291887, 0.162368, 8.213324, 374.0406, 256.8196
2.291887, 0.019868, 8.213324, 374.0406, 268.1092
2.306762, 0.019868, 8.497145, 370.3345, 263.301
2.306762, 0.162368, 8.497145, 370.3345, 252.4191
2.491613, 0.162368, 8.202856, 390.0714, 256.9882
2.491613, 0.019868, 8.202856, 390.0714, 268.2935
2.291887, 0.019868, 8.213324, 374.0406, 268.1092
2.291887, 0.162368, 8.213324, 374.0406, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 391.0423, 245.53
2.306762, 0.304868, 8.202856, 375.4061, 245.683
2.291887, 0.304868, 8.486677, 369.371, 241.6795
2.491613, 0.304868, 8.497145, 384.4504, 241.5373
2.291887, 0.304868, 8.486677, 369.371, 241.6795
2.291887, 0.162368, 8.486677, 369.371, 252.5758
2.491613, 0.162368, 8.497145, 384.4504, 252.4192
2.491613, 0.304868, 8.497145, 384.4504, 241.5373
2.491613, 0.304868, 8.497145, 384.4504, 241.5373
2.491613, 0.162368, 8.497145, 384.4504, 252.4192
2.506487, 0.162368, 8.213324, 391.0423, 256.8196
2.506487, 0.304868, 8.213324, 391.0423, 245.53
2.306762, 0.162368, 8.202856, 375.4061, 256.9882
2.506487, 0.162368, 8.213324, 391.0423, 256.8196
2.491613, 0.162368, 8.497145, 384.4504, 252.4192
2.291887, 0.162368, 8.486677, 369.371, 252.5758
2.306762, 0.304868, 8.202856, 375.4061, 245.683
2.306762, 0.162368, 8.202856, 375.4061, 256.9882
2.291887, 0.162368, 8.486677, 369.371, 252.5758
2.291887, 0.304868, 8.486677, 369.371, 241.6795
2.506487, 0.304868, 8.213324, 391.0423, 245.53
2.506487, 0.162368, 8.213324, 391.0423, 256.8196
2.306762, 0.162368, 8.202856, 375.4061, 256.9882
2.306762, 0.304868, 8.202856, 375.4061, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 390.7321, 234.2884
2.301683, 0.447368, 8.206172, 374.944, 234.3342
2.296722, 0.447368, 8.490338, 369.6802, 230.7384
2.496692, 0.447368, 8.493829, 384.8994, 230.6959
2.296722, 0.447368, 8.490338, 369.6802, 230.7384
2.296722, 0.304868, 8.490338, 369.6802, 241.6297
2.496692, 0.304868, 8.493829, 384.8994, 241.5823
2.496692, 0.447368, 8.493829, 384.8994, 230.6959
2.496692, 0.447368, 8.493829, 384.8994, 230.6959
2.496692, 0.304868, 8.493829, 384.8994, 241.5823
2.501652, 0.3048679, 8.209662, 390.7321, 245.5834
2.501652, 0.447368, 8.209662, 390.7321, 234.2884
2.301683, 0.3048679, 8.206172, 374.944, 245.6345
2.501652, 0.3048679, 8.209662, 390.7321, 245.5834
2.496692, 0.304868, 8.493829, 384.8994, 241.5823
2.296722, 0.304868, 8.490338, 369.6802, 241.6297
2.301683, 0.447368, 8.206172, 374.944, 234.3342
2.301683, 0.3048679, 8.206172, 374.944, 245.6345
2.296722, 0.304868, 8.490338, 369.6802, 241.6297
2.296722, 0.447368, 8.490338, 369.6802, 230.7384
2.501652, 0.447368, 8.209662, 390.7321, 234.2884
2.501652, 0.3048679, 8.209662, 390.7321, 245.5834
2.301683, 0.3048679, 8.206172, 374.944, 245.6345
2.301683, 0.447368, 8.206172, 374.944, 234.3342
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.494167, 0.5898679, 8.204492, 390.2415, 223.0534
2.294289, 0.5898679, 8.211472, 374.2636, 222.9722
2.304208, 0.589868, 8.495509, 370.1666, 219.7914
2.504086, 0.589868, 8.488529, 385.5625, 219.8668
2.304208, 0.589868, 8.495509, 370.1666, 219.7914
2.304208, 0.447368, 8.495509, 370.1666, 230.6754
2.504086, 0.447368, 8.488529, 385.5625, 230.7605
2.504086, 0.589868, 8.488529, 385.5625, 219.8668
2.504086, 0.589868, 8.488529, 385.5625, 219.8668
2.504086, 0.447368, 8.488529, 385.5625, 230.7605
2.494167, 0.4473679, 8.204492, 390.2415, 234.3562
2.494167, 0.5898679, 8.204492, 390.2415, 223.0534
2.294289, 0.4473679, 8.211472, 374.2636, 234.2646
2.494167, 0.4473679, 8.204492, 390.2415, 234.3562
2.504086, 0.447368, 8.488529, 385.5625, 230.7605
2.304208, 0.447368, 8.495509, 370.1666, 230.6754
2.294289, 0.5898679, 8.211472, 374.2636, 222.9722
2.294289, 0.4473679, 8.211472, 374.2636, 234.2646
2.304208, 0.447368, 8.495509, 370.1666, 230.6754
2.304208, 0.589868, 8.495509, 370.1666, 219.7914
2.494167, 0.5898679, 8.204492, 390.2415, 223.0534
2.494167, 0.4473679, 8.204492, 390.2415, 234.3562
2.294289, 0.4473679, 8.211472, 374.2636, 234.2646
2.294289, 0.5898679, 8.211472, 374.2636, 222.9722
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.483785, 0.7323679, 8.198221, 389.542, 211.8143
2.284881, 0.7323679, 8.219127, 373.3833, 211.6024
