box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.672166, 0.1961813, 8.468002, 479.3075, 250.2646
2.672166, 0.1961813, 8.468002, 479.3075, 250.2646
2.672166, 0.0199313, 8.468002, 479.3075, 263.7738
2.672166, 0.0199313, 8.468002, 479.3075, 263.7738
2.672166, 0.0199313, 8.468002, 479.3075, 263.7738
2.672166, 0.1961813, 8.468002, 479.3075, 250.2646
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 473.3732, 256.9882
2.291887, 0.162368, 8.213324, 457.2273, 256.8196
2.306762, 0.162368, 8.497145, 450.5163, 252.4191
2.506487, 0.162368, 8.486677, 466.0692, 252.5758
2.306762, 0.162368, 8.497145, 450.5163, 252.4191
2.306762, 0.019868, 8.497145, 450.5163, 263.301
2.506487, 0.019868, 8.486677, 466.0692, 263.4721
2.506487, 0.162368, 8.486677, 466.0692, 252.5758
2.506487, 0.162368, 8.486677, 466.0692, 252.5758
2.506487, 0.019868, 8.486677, 466.0692, 263.4721
2.491613, 0.019868, 8.202856, 473.3732, 268.2935
2.491613, 0.162368, 8.202856, 473.3732, 256.9882
2.291887, 0.019868, 8.213324, 457.2273, 268.1092
2.491613, 0.019868, 8.202856, 473.3732, 268.2935
2.506487, 0.019868, 8.486677, 466.0692, 263.4721
2.306762, 0.019868, 8.497145, 450.5163, 263.301
2.291887, 0.162368, 8.213324, 457.2273, 256.8196
2.291887, 0.019868, 8.213324, 457.2273, 268.1092
2.306762, 0.019868, 8.497145, 450.5163, 263.301
2.306762, 0.162368, 8.497145, 450.5163, 252.4191
2.491613, 0.162368, 8.202856, 473.3732, 256.9882
2.491613, 0.019868, 8.202856, 473.3732, 268.2935
2.291887, 0.019868, 8.213324, 457.2273, 268.1092
2.291887, 0.162368, 8.213324, 457.2273, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 474.2291, 245.53
2.306762, 0.304868, 8.202856, 458.708, 245.683
2.291887, 0.304868, 8.486677, 449.6598, 241.6795
2.491613, 0.304868, 8.497145, 464.6322, 241.5373
2.291887, 0.304868, 8.486677, 449.6598, 241.6795
2.291887, 0.162368, 8.486677, 449.6598, 252.5758
2.491613, 0.162368, 8.497145, 464.6322, 252.4192
2.491613, 0.304868, 8.497145, 464.6322, 241.5373
2.491613, 0.304868, 8.497145, 464.6322, 241.5373
2.491613, 0.162368, 8.497145, 464.6322, 252.4192
2.506487, 0.162368, 8.213324, 474.2291, 256.8196
2.506487, 0.304868, 8.213324, 474.2291, 245.53
2.306762, 0.162368, 8.202856, 458.708, 256.9882
2.506487, 0.162368, 8.213324, 474.2291, 256.8196
2.491613, 0.162368, 8.497145, 464.6322, 252.4192
2.291887, 0.162368, 8.486677, 449.6598, 252.5758
2.306762, 0.304868, 8.202856, 458.708, 245.683
2.306762, 0.162368, 8.202856, 458.708, 256.9882
2.291887, 0.162368, 8.486677, 449.6598, 252.5758
2.291887, 0.304868, 8.486677, 449.6598, 241.6795
2.506487, 0.304868, 8.213324, 474.2291, 245.53
2.506487, 0.162368, 8.213324, 474.2291, 256.8196
2.306762, 0.162368, 8.202856, 458.708, 256.9882
2.306762, 0.304868, 8.202856, 458.708, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 473.9591, 234.2884
2.301683, 0.447368, 8.206172, 458.2094, 234.3342
2.296722, 0.447368, 8.490338, 449.9315, 230.7384
2.496692, 0.447368, 8.493829, 465.1151, 230.6959
2.296722, 0.447368, 8.490338, 449.9315, 230.7384
2.296722, 0.304868, 8.490338, 449.9315, 241.6297
2.496692, 0.304868, 8.493829, 465.1151, 241.5823
2.496692, 0.447368, 8.493829, 465.1151, 230.6959
2.496692, 0.447368, 8.493829, 465.1151, 230.6959
