box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 464.0366, 253.8477
2.685083, 0.1961813, 8.221532, 448.5396, 254.0117
2.672166, 0.1961813, 8.468002, 440.9836, 250.2646
2.871892, 0.1961813, 8.478469, 456.0034, 250.1107
2.672166, 0.1961813, 8.468002, 440.9836, 250.2646
2.672166, 0.0199313, 8.468002, 440.9836, 263.7738
2.871892, 0.0199313, 8.478469, 456.0034, 263.6018
2.871892, 0.1961813, 8.478469, 456.0034, 250.1107
2.871892, 0.1961813, 8.478469, 456.0034, 250.1107
2.871892, 0.0199313, 8.478469, 456.0034, 263.6018
2.884809, 0.0199313, 8.231998, 464.0366, 267.7768
2.884809, 0.1961813, 8.231998, 464.0366, 253.8477
2.685083, 0.0199313, 8.221532, 448.5396, 267.9601
2.884809, 0.0199313, 8.231998, 464.0366, 267.7768
2.871892, 0.0199313, 8.478469, 456.0034, 263.6018
2.672166, 0.0199313, 8.468002, 440.9836, 263.7738
2.685083, 0.1961813, 8.221532, 448.5396, 254.0117
2.685083, 0.0199313, 8.221532, 448.5396, 267.9601
2.672166, 0.0199313, 8.468002, 440.9836, 263.7738
2.672166, 0.1961813, 8.468002, 440.9836, 250.2646
2.884809, 0.1961813, 8.231998, 464.0366, 253.8477
2.884809, 0.0199313, 8.231998, 464.0366, 267.7768
2.685083, 0.0199313, 8.221532, 448.5396, 267.9601
2.685083, 0.1961813, 8.221532, 448.5396, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 433.7057, 256.9882
2.291887, 0.162368, 8.213324, 417.6145, 256.8196
2.306762, 0.162368, 8.497145, 412.3345, 252.4191
2.506487, 0.162368, 8.486677, 427.8365, 252.5758
2.306762, 0.162368, 8.497145, 412.3345, 252.4191
2.306762, 0.019868, 8.497145, 412.3345, 263.301
2.506487, 0.019868, 8.486677, 427.8365, 263.4721
2.506487, 0.162368, 8.486677, 427.8365, 252.5758
2.506487, 0.162368, 8.486677, 427.8365, 252.5758
2.506487, 0.019868, 8.486677, 427.8365, 263.4721
2.491613, 0.019868, 8.202856, 433.7057, 268.2935
2.491613, 0.162368, 8.202856, 433.7057, 256.9882
2.291887, 0.019868, 8.213324, 417.6145, 268.1092
2.491613, 0.019868, 8.202856, 433.7057, 268.2935
2.506487, 0.019868, 8.486677, 427.8365, 263.4721
2.306762, 0.019868, 8.497145, 412.3345, 263.301
2.291887, 0.162368, 8.213324, 417.6145, 256.8196
2.291887, 0.019868, 8.213324, 417.6145, 268.1092
2.306762, 0.019868, 8.497145, 412.3345, 263.301
2.306762, 0.162368, 8.497145, 412.3345, 252.4191
2.491613, 0.162368, 8.202856, 433.7057, 256.9882
2.491613, 0.019868, 8.202856, 433.7057, 268.2935
2.291887, 0.019868, 8.213324, 417.6145, 268.1092
2.291887, 0.162368, 8.213324, 417.6145, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 434.6163, 245.53
2.306762, 0.304868, 8.202856, 419.0404, 245.683
2.291887, 0.304868, 8.486677, 411.427, 241.6795
2.491613, 0.304868, 8.497145, 426.4504, 241.5373
2.291887, 0.304868, 8.486677, 411.427, 241.6795
2.291887, 0.162368, 8.486677, 411.427, 252.5758
2.491613, 0.162368, 8.497145, 426.4504, 252.4192
2.491613, 0.304868, 8.497145, 426.4504, 241.5373
2.491613, 0.304868, 8.497145, 426.4504, 241.5373
2.491613, 0.162368, 8.497145, 426.4504, 252.4192
2.506487, 0.162368, 8.213324, 434.6163, 256.8196
2.506487, 0.304868, 8.213324, 434.6163, 245.53
2.306762, 0.162368, 8.202856, 419.0404, 256.9882
2.506487, 0.162368, 8.213324, 434.6163, 256.8196
2.491613, 0.162368, 8.497145, 426.4504, 252.4192
2.291887, 0.162368, 8.486677, 411.427, 252.5758
2.306762, 0.304868, 8.202856, 419.0404, 245.683
2.306762, 0.162368, 8.202856, 419.0404, 256.9882
2.291887, 0.162368, 8.486677, 411.427, 252.5758
2.291887, 0.304868, 8.486677, 411.427, 241.6795
2.506487, 0.304868, 8.213324, 434.6163, 245.53
2.506487, 0.162368, 8.213324, 434.6163, 256.8196
2.306762, 0.162368, 8.202856, 419.0404, 256.9882
2.306762, 0.304868, 8.202856, 419.0404, 245.683
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.501652, 0.447368, 8.209662, 434.3272, 234.2884
2.301683, 0.447368, 8.206172, 418.5592, 234.3342
2.296722, 0.447368, 8.490338, 411.7166, 230.7384
2.496692, 0.447368, 8.493829, 426.9171, 230.6959
2.296722, 0.447368, 8.490338, 411.7166, 230.7384
2.296722, 0.304868, 8.490338, 411.7166, 241.6297
2.496692, 0.304868, 8.493829, 426.9171, 241.5823
2.496692, 0.447368, 8.493829, 426.9171, 230.6959
2.496692, 0.447368, 8.493829, 426.9171, 230.6959
2.496692, 0.304868, 8.493829, 426.9171, 241.5823
2.501652, 0.3048679, 8.209662, 434.3272, 245.5834
2.501652, 0.447368, 8.209662, 434.3272, 234.2884
