box_8_lizol(Clone) stack 0 Shelf_0 Rack_0_0_0
2.884809, 0.1961813, 8.231998, 475.8912, 253.8477
2.685083, 0.1961813, 8.221532, 460.4106, 254.0117
2.672166, 0.1961813, 8.468002, 452.4808, 250.2646
2.871892, 0.1961813, 8.478469, 467.4852, 250.1107
2.672166, 0.1961813, 8.468002, 452.4808, 250.2646
2.672166, 0.0199313, 8.468002, 452.4808, 263.7738
2.871892, 0.0199313, 8.478469, 467.4852, 263.6018
2.871892, 0.1961813, 8.478469, 467.4852, 250.1107
2.871892, 0.1961813, 8.478469, 467.4852, 250.1107
2.871892, 0.0199313, 8.478469, 467.4852, 263.6018
2.884809, 0.0199313, 8.231998, 475.8912, 267.7768
2.884809, 0.1961813, 8.231998, 475.8912, 253.8477
2.685083, 0.0199313, 8.221532, 460.4106, 267.9601
2.884809, 0.0199313, 8.231998, 475.8912, 267.7768
2.871892, 0.0199313, 8.478469, 467.4852, 263.6018
2.672166, 0.0199313, 8.468002, 452.4808, 263.7738
2.685083, 0.1961813, 8.221532, 460.4106, 254.0117
2.685083, 0.0199313, 8.221532, 460.4106, 267.9601
2.672166, 0.0199313, 8.468002, 452.4808, 263.7738
2.672166, 0.1961813, 8.468002, 452.4808, 250.2646
2.884809, 0.1961813, 8.231998, 475.8912, 253.8477
2.884809, 0.0199313, 8.231998, 475.8912, 267.7768
2.685083, 0.0199313, 8.221532, 460.4106, 267.9601
2.685083, 0.1961813, 8.221532, 460.4106, 254.0117
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.491613, 0.162368, 8.202856, 445.6059, 256.9882
2.291887, 0.162368, 8.213324, 429.4984, 256.8196
2.306762, 0.162368, 8.497145, 423.789, 252.4191
2.506487, 0.162368, 8.486677, 439.3064, 252.5758
2.306762, 0.162368, 8.497145, 423.789, 252.4191
2.306762, 0.019868, 8.497145, 423.789, 263.301
2.506487, 0.019868, 8.486677, 439.3064, 263.4721
2.506487, 0.162368, 8.486677, 439.3064, 252.5758
2.506487, 0.162368, 8.486677, 439.3064, 252.5758
2.506487, 0.019868, 8.486677, 439.3064, 263.4721
2.491613, 0.019868, 8.202856, 445.6059, 268.2935
2.491613, 0.162368, 8.202856, 445.6059, 256.9882
2.291887, 0.019868, 8.213324, 429.4984, 268.1092
2.491613, 0.019868, 8.202856, 445.6059, 268.2935
2.506487, 0.019868, 8.486677, 439.3064, 263.4721
2.306762, 0.019868, 8.497145, 423.789, 263.301
2.291887, 0.162368, 8.213324, 429.4984, 256.8196
2.291887, 0.019868, 8.213324, 429.4984, 268.1092
2.306762, 0.019868, 8.497145, 423.789, 263.301
2.306762, 0.162368, 8.497145, 423.789, 252.4191
2.491613, 0.162368, 8.202856, 445.6059, 256.9882
2.491613, 0.019868, 8.202856, 445.6059, 268.2935
2.291887, 0.019868, 8.213324, 429.4984, 268.1092
2.291887, 0.162368, 8.213324, 429.4984, 256.8196
box_5_LMRR(Clone) stack 1 Shelf_0 Rack_0_0_0
2.506487, 0.304868, 8.213324, 446.5002, 245.53
2.306762, 0.304868, 8.202856, 430.9407, 245.683
2.291887, 0.304868, 8.486677, 422.8969, 241.6795
2.491613, 0.304868, 8.497145, 437.905, 241.5373
2.291887, 0.304868, 8.486677, 422.8969, 241.6795
2.291887, 0.162368, 8.486677, 422.8969, 252.5758
2.491613, 0.162368, 8.497145, 437.905, 252.4192
2.491613, 0.304868, 8.497145, 437.905, 241.5373
2.491613, 0.304868, 8.497145, 437.905, 241.5373
2.491613, 0.162368, 8.497145, 437.905, 252.4192
2.506487, 0.162368, 8.213324, 446.5002, 256.8196
2.506487, 0.304868, 8.213324, 446.5002, 245.53
2.306762, 0.162368, 8.202856, 430.9407, 256.9882
2.506487, 0.162368, 8.213324, 446.5002, 256.8196
2.491613, 0.162368, 8.497145, 437.905, 252.4192
2.291887, 0.162368, 8.486677, 422.8969, 252.5758
2.306762, 0.304868, 8.202856, 430.9407, 245.683
2.306762, 0.162368, 8.202856, 430.9407, 256.9882
2.291887, 0.162368, 8.486677, 422.8969, 252.5758
2.291887, 0.304868, 8.486677, 422.8969, 241.6795
2.506487, 0.304868, 8.213324, 446.5002, 245.53
2.506487, 0.162368, 8.213324, 446.5002, 256.8196
2.306762, 0.162368, 8.202856, 430.9407, 256.9882
2.306762, 0.304868, 8.202856, 430.9407, 245.683
