Rack_1_1_2
Shelf_0, Rack_1_1_0, Shelf_0, -7.45, 0.02, 0.3500004, 0, 0, 0, 100, 100, 100, -11.2, 1.7, -7.36, 0, 0, 0, -1, 1, -8.450001, -8.239996, 0.04, 1.169999, 0.05000037, 0.05000037, -8.450001, -6.459955, 0.02, 1.169999, 0.05000037, 0.05000037, 0, 1, -8.450001, -8.119993, 0.02, 1.169999, 0.3500004, 0.3500004, -8.450001, -6.459955, 0.02, 1.169999, 0.3500004, 0.3500004, 1, 1, -8.450001, -7.99999, 0.02, 1.169999, 0.6500004, 0.6500004, -8.450001, -6.459955, 0.02, 1.169999, 0.6500004, 0.6500004
box_8_lizol(Clone) stack 115, Rack_1_1_0, Shelf_0, -6.709045, 0.02, 0.3500004, -0.7070799, 0.006170593, 0.006170593, 0.5063294, 0.8510638, 0.7500001, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -6.906545, -6.526545, 0.02, 0.24, 0.2050004, 0.2050004, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -6.906545, -6.526545, 0.02, 0.24, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -6.906545, -6.526545, 0.02, 0.24, 0.4950004, 0.4950004
box_3_Hareli(Clone) stack 116, Rack_1_1_0, Shelf_0, -7.098038, 0.02, 0.3500004, -0.7066761, -0.02467767, -0.02467767, 0.5405405, 1, 0.7500001, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.283038, -6.923038, 0.02, 0.22, 0.2400004, 0.2400004, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.283038, -6.923038, 0.02, 0.22, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.283038, -6.923038, 0.02, 0.22, 0.4600004, 0.4600004
box_1_Parle-G-GOLD(Clone) stack 117, Rack_1_1_0, Shelf_0, -7.47052, 0.02, 0.3500004, -0.7070799, -0.006170593, -0.006170593, 0.5263161, 0.8695654, 0.7500001, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.660521, -7.280521, 0.02, 0.24, 0.2300004, 0.2300004, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.660521, -7.280521, 0.02, 0.24, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.660521, -7.280521, 0.02, 0.24, 0.4700004, 0.4700004
box_1_Parle-G-GOLD(Clone) stack 117, Rack_1_1_0, Shelf_0, -7.47052, 0.1925, 0.3500004, -0.7070799, 0.006170593, 0.006170593, 0.5263161, 0.8695654, 0.7500001, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.660521, -7.280521, 0.1925, 0.4125001, 0.2300004, 0.2300004, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.660521, -7.280521, 0.1925, 0.4125001, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -7.660521, -7.280521, 0.1925, 0.4125001, 0.4700004, 0.4700004
box4_Fairever(Clone) stack 118, Rack_1_1_0, Shelf_0, -7.841934, 0.02, 0.3500004, -0.7061377, -0.03700712, -0.03700712, 0.5882353, 0.9090912, 0.75, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.02, 0.22, 0.2200005, 0.2200005, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.02, 0.22, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.02, 0.22, 0.4800003, 0.4800003
box4_Fairever(Clone) stack 118, Rack_1_1_0, Shelf_0, -7.841934, 0.185, 0.3500004, -0.7070799, 0.006170593, 0.006170593, 0.5882353, 0.9090912, 0.7500001, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.185, 0.385, 0.2200005, 0.2200005, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.185, 0.385, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.185, 0.385, 0.4800003, 0.4800003
box4_Fairever(Clone) stack 118, Rack_1_1_0, Shelf_0, -7.841934, 0.3499999, 0.3500004, -0.7057879, -0.04316784, -0.04316784, 0.5882353, 0.9090912, 0.75, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.3499999, 0.55, 0.2200005, 0.2200005, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.3499999, 0.55, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.3499999, 0.55, 0.4800003, 0.4800003
box4_Fairever(Clone) stack 118, Rack_1_1_0, Shelf_0, -7.841934, 0.5149999, 0.3500004, -0.7066761, -0.02467767, -0.02467767, 0.5882353, 0.9090911, 0.7500001, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.5149999, 0.7349997, 0.2200005, 0.2200005, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.5149999, 0.7349997, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.5149999, 0.7349997, 0.4800003, 0.4800003
box4_Fairever(Clone) stack 118, Rack_1_1_0, Shelf_0, -7.841934, 0.6799998, 0.3500004, -0.7064338, -0.03084356, -0.03084356, 0.5882354, 0.9090912, 0.75, -11.2, 1.7, -7.36, 0, 0, 0, -1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.6799998, 0.8999996, 0.2200005, 0.2200005, 0, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.6799998, 0.8999996, 0.3500004, 0.3500004, 1, 0, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, 3.402823E+38, -3.402823E+38, -8.011933, -7.691934, 0.6799998, 0.8999996, 0.4800003, 0.4800003
