Rack_1_0_2
Shelf_0, Rack_1_0_0, Shelf_0, -7.45, 0.02, 8.35, 0, 0, 0, 100, 100, 100, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -8.450001, -6.459955, 0.04, 1.169999, 8.05, 8.05, -8.450001, -6.459955, 0.02, 1.169999, 8.05, 8.05, 0, 1, -8.450001, -6.459955, 0.02, 1.169999, 8.35, 8.35, -8.450001, -6.459955, 0.02, 1.169999, 8.35, 8.35, 1, 1, -8.450001, -6.459955, 0.02, 1.169999, 8.650001, 8.650001, -8.450001, -6.459955, 0.02, 1.169999, 8.650001, 8.650001
box_1_Parle-G-GOLD(Clone) stack 40, Rack_1_0_0, Shelf_0, -6.665537, 0.02, 8.35, -0.7061377, -0.03700712, -0.03700712, 0.5263162, 0.8695654, 0.75, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -6.855537, -6.475538, 0.02, 0.24, 8.23, 8.23, -6.855537, -6.475538, 0.02, 0.24, 8.23, 8.23, 0, 1, -6.855537, -6.475538, 0.02, 0.24, 8.35, 8.35, -6.855537, -6.475538, 0.02, 0.24, 8.35, 8.35, 1, 1, -6.855537, -6.475538, 0.02, 0.24, 8.47, 8.47, -6.855537, -6.475538, 0.02, 0.24, 8.47, 8.47
box_1_Parle-G-GOLD(Clone) stack 40, Rack_1_0_0, Shelf_0, -6.665537, 0.1925, 8.35, -0.7066761, 0.02467767, 0.02467767, 0.5263161, 0.8695653, 0.7500001, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -6.855537, -6.475538, 0.1925, 0.4125001, 8.23, 8.23, -6.855537, -6.475538, 0.1925, 0.4125001, 8.23, 8.23, 0, 1, -6.855537, -6.475538, 0.1925, 0.4125001, 8.35, 8.35, -6.855537, -6.475538, 0.1925, 0.4125001, 8.35, 8.35, 1, 1, -6.855537, -6.475538, 0.1925, 0.4125001, 8.47, 8.47, -6.855537, -6.475538, 0.1925, 0.4125001, 8.47, 8.47
box_1_Parle-G-GOLD(Clone) stack 40, Rack_1_0_0, Shelf_0, -6.665537, 0.3649999, 8.35, -0.7071068, 0, 0, 0.5263161, 0.8695654, 0.7500001, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -6.855537, -6.475538, 0.3649999, 0.5849999, 8.23, 8.23, -6.855537, -6.475538, 0.3649999, 0.5849999, 8.23, 8.23, 0, 1, -6.855537, -6.475538, 0.3649999, 0.5849999, 8.35, 8.35, -6.855537, -6.475538, 0.3649999, 0.5849999, 8.35, 8.35, 1, 1, -6.855537, -6.475538, 0.3649999, 0.5849999, 8.47, 8.47, -6.855537, -6.475538, 0.3649999, 0.5849999, 8.47, 8.47
box_1_Parle-G-GOLD(Clone) stack 40, Rack_1_0_0, Shelf_0, -6.665537, 0.5374999, 8.35, -0.7069991, 0.01234072, 0.01234072, 0.5263161, 0.8695654, 0.7500001, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -6.855537, -6.475538, 0.5374999, 0.7574997, 8.23, 8.23, -6.855537, -6.475538, 0.5374999, 0.7574997, 8.23, 8.23, 0, 1, -6.855537, -6.475538, 0.5374999, 0.7574997, 8.35, 8.35, -6.855537, -6.475538, 0.5374999, 0.7574997, 8.35, 8.35, 1, 1, -6.855537, -6.475538, 0.5374999, 0.7574997, 8.47, 8.47, -6.855537, -6.475538, 0.5374999, 0.7574997, 8.47, 8.47
box_5_LMRR(Clone) stack 41, Rack_1_0_0, Shelf_0, -7.042932, 0.02, 8.35, -0.7070799, 0.006170593, 0.006170593, 0.5633804, 1.052632, 0.7500001, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -7.220432, -6.880432, 0.02, 0.2, 8.215, 8.215, -7.220432, -6.880432, 0.02, 0.2, 8.215, 8.215, 0, 1, -7.220432, -6.880432, 0.02, 0.2, 8.35, 8.35, -7.220432, -6.880432, 0.02, 0.2, 8.35, 8.35, 1, 1, -7.220432, -6.880432, 0.02, 0.2, 8.485001, 8.485001, -7.220432, -6.880432, 0.02, 0.2, 8.485001, 8.485001
box_1_Parle-G-GOLD(Clone) stack 42, Rack_1_0_0, Shelf_0, -7.434223, 0.02, 8.35, -0.7061377, 0.03700712, 0.03700712, 0.5263162, 0.8695654, 0.75, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -7.624223, -7.244223, 0.02, 0.24, 8.23, 8.23, -7.624223, -7.244223, 0.02, 0.24, 8.23, 8.23, 0, 1, -7.624223, -7.244223, 0.02, 0.24, 8.35, 8.35, -7.624223, -7.244223, 0.02, 0.24, 8.35, 8.35, 1, 1, -7.624223, -7.244223, 0.02, 0.24, 8.47, 8.47, -7.624223, -7.244223, 0.02, 0.24, 8.47, 8.47
box_8_lizol(Clone) stack 43, Rack_1_0_0, Shelf_0, -7.81314, 0.02, 8.35, -0.7061377, 0.03700712, 0.03700712, 0.5063294, 0.8510639, 0.75, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -8.01064, -7.630641, 0.02, 0.24, 8.205, 8.205, -8.01064, -7.630641, 0.02, 0.24, 8.205, 8.205, 0, 1, -8.01064, -7.630641, 0.02, 0.24, 8.35, 8.35, -8.01064, -7.630641, 0.02, 0.24, 8.35, 8.35, 1, 1, -8.01064, -7.630641, 0.02, 0.24, 8.495001, 8.495001, -8.01064, -7.630641, 0.02, 0.24, 8.495001, 8.495001
box_8_lizol(Clone) stack 43, Rack_1_0_0, Shelf_0, -7.81314, 0.19625, 8.35, -0.7057879, -0.04316784, -0.04316784, 0.5063294, 0.8510638, 0.75, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -8.01064, -7.630641, 0.19625, 0.4162501, 8.205, 8.205, -8.01064, -7.630641, 0.19625, 0.4162501, 8.205, 8.205, 0, 1, -8.01064, -7.630641, 0.19625, 0.4162501, 8.35, 8.35, -8.01064, -7.630641, 0.19625, 0.4162501, 8.35, 8.35, 1, 1, -8.01064, -7.630641, 0.19625, 0.4162501, 8.495001, 8.495001, -8.01064, -7.630641, 0.19625, 0.4162501, 8.495001, 8.495001
box_8_lizol(Clone) stack 43, Rack_1_0_0, Shelf_0, -7.81314, 0.3725, 8.35, -0.7061377, 0.03700712, 0.03700712, 0.5063294, 0.8510639, 0.75, -8.099999, 1.7, 0.64, 0, 0, 0, -1, 1, -8.01064, -7.630641, 0.3725, 0.5925, 8.205, 8.205, -8.01064, -7.630641, 0.3725, 0.5925, 8.205, 8.205, 0, 1, -8.01064, -7.630641, 0.3725, 0.5925, 8.35, 8.35, -8.01064, -7.630641, 0.3725, 0.5925, 8.35, 8.35, 1, 1, -8.01064, -7.630641, 0.3725, 0.5925, 8.495001, 8.495001, -8.01064, -7.630641, 0.3725, 0.5925, 8.495001, 8.495001
